Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start DateTime,End DateTime,Demand,Sales Duration (hours),Profit Percentage
Daisy,157,163.0,Sunny,Luxury Events,25591.0,5118.200000000001,285,10,7.0,2023-08-25 07:32:55,2023-08-27 12:32:55,High,53.0,20.000000000000004
Sunflower,138,125.0,Sunny,Marriage,17250.0,3450.0,257,10,7.0,2023-10-20 05:25:50,2023-10-22 03:25:50,Medium,46.0,20.0
Lavender,223,68.0,Cloudy,Special Events,15164.0,3032.8,284,7,8.0,2023-11-22 11:35:50,2023-11-23 16:35:50,Low,29.0,20.0
Tulip,292,128.0,Rainy,Weddings,37376.0,7475.200000000001,257,5,7.0,2023-11-11 08:26:13,2023-11-14 00:26:13,Medium,64.0,20.0
Daisy,129,202.0,Sunny,Luxury Events,26058.0,5211.6,285,10,7.0,2023-02-11 02:23:56,2023-02-11 16:23:56,High,14.0,20.0
Marigold,155,216.0,Windy,Special Events,33480.0,6696.0,284,6,8.0,2023-10-10 01:40:02,2023-10-11 21:40:02,High,44.0,20.0
Lily,153,54.0,Rainy,Corporate Events,8262.0,1652.4,280,5,7.0,2023-04-23 11:53:57,2023-04-25 02:53:57,Low,39.0,20.0
Jasmine,129,158.0,Rainy,Marriage,20382.0,4076.4,293,5,7.0,2023-07-24 11:11:43,2023-07-26 04:11:43,High,41.0,20.0
Dahlia,206,43.0,Rainy,Luxury Events,8858.0,1771.6,300,5,7.0,2023-08-03 05:45:15,2023-08-04 07:45:15,Low,26.0,20.0
Gerbera,128,222.0,Sunny,Temple,28416.0,5683.200000000001,242,10,6.0,2023-05-13 19:57:26,2023-05-16 18:57:26,High,71.0,20.000000000000004
Daisy,103,70.0,Cloudy,High-End Customers,7210.0,1442.0,285,7,9.0,2023-02-13 20:17:31,2023-02-14 11:17:31,Low,15.0,20.0
Geranium,181,137.0,Sunny,Marriage,24797.0,4959.400000000001,264,10,7.0,2023-09-27 05:34:42,2023-09-29 08:34:42,Medium,51.0,20.0
Poppy,252,10.0,Rainy,High-End Customers,2520.0,504.0,284,5,9.0,2023-07-27 16:15:17,2023-07-29 21:15:17,Low,53.0,20.0
Marigold,200,137.0,Cloudy,Daily Consumers,27400.0,5480.0,284,7,7.0,2023-12-22 06:20:49,2023-12-24 02:20:49,Medium,44.0,20.0
Geranium,114,58.0,Rainy,Special Events,6612.0,1322.4,264,5,8.0,2023-04-17 11:09:45,2023-04-18 13:09:45,Low,26.0,20.0
Rose,125,81.0,Cloudy,Temple,10125.0,2025.0,281,7,6.0,2023-01-13 21:05:16,2023-01-16 19:05:16,Low,70.0,20.0
Gerbera,103,256.0,Cloudy,Daily Consumers,26368.0,5273.6,242,7,7.0,2023-01-16 06:28:39,2023-01-19 06:28:39,High,72.0,20.0
Lily,161,39.0,Rainy,Weddings,6279.0,1255.8000000000002,280,5,7.0,2023-01-04 01:39:45,2023-01-05 18:39:45,Low,41.0,20.000000000000004
Daisy,142,103.0,Cloudy,Special Events,14626.0,2925.2000000000003,285,7,8.0,2023-08-30 14:45:04,2023-09-01 12:45:04,Low,46.0,20.0
Rose,106,131.0,Cloudy,Luxury Events,13886.0,2777.2000000000003,281,7,7.0,2023-01-29 11:45:40,2023-01-30 08:45:40,Medium,21.0,20.0
Zinnia,124,67.0,Sunny,Special Events,8308.0,1661.6,277,10,8.0,2023-02-11 11:18:36,2023-02-13 14:18:36,Low,51.0,20.0
Lavender,219,134.0,Sunny,Marriage,29346.0,5869.200000000001,284,10,7.0,2023-05-19 21:27:51,2023-05-20 09:27:51,Medium,12.0,20.0
Sunflower,141,109.0,Sunny,Temple,15369.0,3073.8,257,10,6.0,2023-03-07 20:54:18,2023-03-09 12:54:18,Medium,40.0,20.0
Lily,170,125.0,Sunny,High-End Customers,21250.0,4250.0,280,10,9.0,2023-10-23 07:22:57,2023-10-24 09:22:57,Medium,26.0,20.0
Marigold,166,136.0,Rainy,High-End Customers,22576.0,4515.2,284,5,9.0,2023-02-12 11:56:04,2023-02-15 00:56:04,Medium,61.0,20.0
Hibiscus,140,165.0,Sunny,Corporate Events,23100.0,4620.0,273,10,7.0,2023-03-08 05:27:37,2023-03-09 08:27:37,High,27.0,20.0
Rose,170,218.0,Rainy,Marriage,37060.0,7412.0,281,5,7.0,2023-01-14 02:11:57,2023-01-16 03:11:57,High,49.0,20.0
Calla Lily,261,116.0,Sunny,Corporate Events,30276.0,6055.200000000001,298,10,7.0,2023-06-16 09:03:48,2023-06-18 10:03:48,Medium,49.0,20.0
Marigold,148,215.0,Sunny,Corporate Events,31820.0,6364.0,284,10,7.0,2023-12-25 11:14:51,2023-12-27 12:14:51,High,49.0,20.0
Hibiscus,100,89.0,Windy,Weddings,8900.0,1780.0,273,6,7.0,2023-02-02 14:15:39,2023-02-03 13:15:39,Low,23.0,20.0
Orchid,288,71.0,Windy,Marriage,20448.0,4089.6,289,6,7.0,2023-05-30 07:31:19,2023-05-30 10:31:19,Low,3.0,20.0
Sunflower,102,185.0,Windy,Corporate Events,18870.0,3774.0,257,6,7.0,2023-09-16 01:45:12,2023-09-16 11:45:12,High,10.0,20.0
Marigold,197,155.0,Cloudy,Corporate Events,30535.0,6107.0,284,7,7.0,2023-05-05 19:49:17,2023-05-07 18:49:17,High,47.0,20.0
Tulip,220,15.0,Cloudy,Festivals,3300.0,660.0,257,7,7.0,2023-02-21 16:13:35,2023-02-22 23:13:35,Low,31.0,20.0
Dahlia,179,116.0,Rainy,High-End Customers,20764.0,4152.8,300,5,9.0,2023-03-22 13:38:13,2023-03-23 22:38:13,Medium,33.0,20.0
Daisy,94,179.0,Cloudy,Temple,16826.0,3365.2000000000003,285,7,6.0,2023-10-31 04:19:57,2023-11-01 09:19:57,High,29.0,20.0
Daisy,148,97.0,Cloudy,High-End Customers,14356.0,2871.2000000000003,285,7,9.0,2023-05-31 06:22:50,2023-05-31 17:22:50,Low,11.0,20.0
Chrysanthemum,162,150.0,Windy,High-End Customers,24300.0,4860.0,269,6,9.0,2023-04-24 01:22:04,2023-04-26 06:22:04,Medium,53.0,20.0
Lily,213,45.0,Sunny,High-End Customers,9585.0,1917.0,280,10,9.0,2023-10-29 02:30:41,2023-10-31 13:30:41,Low,59.0,20.0
Lavender,173,117.0,Sunny,Marriage,20241.0,4048.2,284,10,7.0,2023-03-25 07:06:22,2023-03-25 14:06:22,Medium,7.0,20.0
Daisy,98,217.0,Rainy,Festivals,21266.0,4253.2,285,5,7.0,2023-08-27 22:09:42,2023-08-30 14:09:42,High,64.0,20.0
Poppy,231,10.0,Rainy,Temple,2310.0,462.0,284,5,6.0,2023-01-05 18:30:16,2023-01-06 10:30:16,Low,16.0,20.0
Dahlia,194,53.0,Windy,Luxury Events,10282.0,2056.4,300,6,7.0,2023-02-19 08:12:38,2023-02-19 21:12:38,Low,13.0,20.0
Calla Lily,251,21.0,Cloudy,High-End Customers,5271.0,1054.2,298,7,9.0,2023-08-13 06:04:03,2023-08-15 12:04:03,Low,54.0,20.0
Orchid,350,50.0,Cloudy,Corporate Events,17500.0,3500.0,289,7,7.0,2023-02-24 15:54:39,2023-02-24 20:54:39,Low,5.0,20.0
Poppy,206,61.0,Sunny,Corporate Events,12566.0,2513.2000000000003,284,10,7.0,2023-08-25 03:12:55,2023-08-25 13:12:55,Low,10.0,20.0
Carnation,205,130.0,Windy,Luxury Events,26650.0,5330.0,283,6,7.0,2023-09-19 04:17:14,2023-09-21 03:17:14,Medium,47.0,20.0
Jasmine,122,76.0,Windy,Daily Consumers,9272.0,1854.4,293,6,7.0,2023-03-01 10:33:59,2023-03-04 07:33:59,Low,69.0,20.0
Lily,150,121.0,Cloudy,High-End Customers,18150.0,3630.0,280,7,9.0,2023-10-29 15:01:40,2023-11-01 00:01:40,Medium,57.0,20.0
Hibiscus,108,222.0,Rainy,Festivals,23976.0,4795.2,273,5,7.0,2023-06-01 17:02:02,2023-06-04 09:02:02,High,64.0,20.0
Lavender,215,91.0,Cloudy,Weddings,19565.0,3913.0,284,7,7.0,2023-09-06 01:27:23,2023-09-09 00:27:23,Low,71.0,20.0
Geranium,152,77.0,Cloudy,Marriage,11704.0,2340.8,264,7,7.0,2023-09-04 05:54:33,2023-09-04 16:54:33,Low,11.0,20.0
Marigold,183,160.0,Windy,Festivals,29280.0,5856.0,284,6,7.0,2023-10-31 23:25:35,2023-11-02 07:25:35,High,32.0,20.0
Carnation,139,71.0,Rainy,Special Events,9869.0,1973.8,283,5,8.0,2023-02-22 16:42:33,2023-02-23 13:42:33,Low,21.0,20.0
Lavender,173,10.0,Rainy,Luxury Events,1730.0,346.0,284,5,7.0,2023-11-28 20:52:58,2023-12-01 20:52:58,Low,72.0,20.0
Chrysanthemum,117,127.0,Cloudy,Special Events,14859.0,2971.8,269,7,8.0,2023-09-17 19:03:28,2023-09-20 09:03:28,Medium,62.0,20.0
Poppy,229,10.0,Rainy,Temple,2290.0,458.0,284,5,6.0,2023-09-09 14:06:39,2023-09-10 07:06:39,Low,17.0,20.0
Chrysanthemum,123,144.0,Windy,Luxury Events,17712.0,3542.4,269,6,7.0,2023-11-29 16:31:39,2023-11-30 21:31:39,Medium,29.0,20.0
Tulip,238,17.0,Rainy,Weddings,4046.0,809.2,257,5,7.0,2023-04-20 13:39:07,2023-04-23 02:39:07,Low,61.0,20.0
Zinnia,92,169.0,Cloudy,Special Events,15548.0,3109.6000000000004,277,7,8.0,2023-08-06 09:48:56,2023-08-07 16:48:56,High,31.0,20.0
Poppy,244,89.0,Windy,Temple,21716.0,4343.2,284,6,6.0,2023-12-25 21:44:14,2023-12-28 13:44:14,Low,64.0,20.0
Poppy,232,80.0,Sunny,Marriage,18560.0,3712.0,284,10,7.0,2023-02-11 18:36:38,2023-02-12 13:36:38,Low,19.0,20.0
Rose,141,192.0,Sunny,Weddings,27072.0,5414.400000000001,281,10,7.0,2023-10-06 12:45:25,2023-10-07 14:45:25,High,26.0,20.0
Hibiscus,91,222.0,Windy,Weddings,20202.0,4040.4,273,6,7.0,2023-07-31 01:56:02,2023-08-02 18:56:02,High,65.0,20.0
Rose,107,80.0,Rainy,Temple,8560.0,1712.0,281,5,6.0,2023-03-11 17:12:55,2023-03-13 16:12:55,Low,47.0,20.0
Marigold,194,256.0,Cloudy,Temple,44665.375,8933.075,284,7,6.0,2023-03-29 00:54:55,2023-03-30 08:54:55,High,32.0,20.0
Chrysanthemum,139,136.0,Windy,High-End Customers,18904.0,3780.8,269,6,9.0,2023-07-01 02:58:28,2023-07-03 19:58:28,Medium,65.0,20.0
Dahlia,167,98.0,Rainy,Temple,16366.0,3273.2000000000003,300,5,6.0,2023-01-05 18:06:08,2023-01-07 15:06:08,Low,45.0,20.0
Rose,114,89.0,Sunny,Daily Consumers,10146.0,2029.2,281,10,7.0,2023-12-12 07:01:02,2023-12-13 05:01:02,Low,22.0,20.0
Hibiscus,89,186.0,Rainy,Corporate Events,16554.0,3310.8,273,5,7.0,2023-06-11 01:52:27,2023-06-11 14:52:27,High,13.0,20.0
Carnation,132,72.0,Sunny,Daily Consumers,9504.0,1900.8,283,10,7.0,2023-10-20 09:18:10,2023-10-21 11:18:10,Low,26.0,20.0
Lavender,191,10.0,Rainy,Temple,1910.0,382.0,284,5,6.0,2023-05-18 07:17:55,2023-05-20 15:17:55,Low,56.0,20.0
Lavender,185,23.0,Windy,Temple,4255.0,851.0,284,6,6.0,2023-05-03 02:45:59,2023-05-03 07:45:59,Low,5.0,20.0
Dahlia,213,10.0,Sunny,Corporate Events,2130.0,426.0,300,10,7.0,2023-01-13 23:06:45,2023-01-14 18:06:45,Low,19.0,20.0
Tulip,232,33.0,Sunny,Weddings,7656.0,1531.2,257,10,7.0,2023-05-05 15:06:08,2023-05-07 03:06:08,Low,36.0,20.0
Jasmine,136,132.0,Cloudy,Daily Consumers,17952.0,3590.4,293,7,7.0,2023-09-25 17:00:05,2023-09-25 20:00:05,Medium,3.0,20.0
Chrysanthemum,167,58.0,Rainy,Weddings,9686.0,1937.2,269,5,7.0,2023-06-29 07:39:34,2023-06-30 11:39:34,Low,28.0,20.0
Orchid,342,88.0,Windy,Special Events,30096.0,6019.200000000001,289,6,8.0,2023-10-07 09:16:01,2023-10-08 08:16:01,Low,23.0,20.0
Lavender,238,10.0,Sunny,Corporate Events,2380.0,476.0,284,10,7.0,2023-03-05 18:31:44,2023-03-06 03:31:44,Low,9.0,20.0
Rose,129,222.0,Sunny,Weddings,28638.0,5727.6,281,10,7.0,2023-08-22 07:11:42,2023-08-23 23:11:42,High,40.0,20.0
Daisy,160,220.0,Rainy,Temple,35200.0,7040.0,285,5,6.0,2023-03-04 05:29:36,2023-03-04 08:29:36,High,3.0,20.0
Daisy,104,133.0,Rainy,Marriage,13832.0,2766.4,285,5,7.0,2023-03-07 22:05:08,2023-03-10 04:05:08,Medium,54.0,20.0
Gerbera,133,124.0,Rainy,Daily Consumers,16492.0,3298.4,242,5,7.0,2023-12-08 09:24:19,2023-12-10 01:24:19,Medium,40.0,20.0
Lavender,201,34.0,Rainy,Weddings,6834.0,1366.8000000000002,284,5,7.0,2023-01-16 02:19:22,2023-01-18 07:19:22,Low,53.0,20.000000000000004
Sunflower,120,92.0,Sunny,Luxury Events,11040.0,2208.0,257,10,7.0,2023-06-03 13:33:27,2023-06-05 09:33:27,Low,44.0,20.0
Carnation,190,94.0,Windy,Temple,17860.0,3572.0,283,6,6.0,2023-06-29 16:38:37,2023-07-01 09:38:37,Low,41.0,20.0
Poppy,266,117.0,Cloudy,Festivals,31122.0,6224.400000000001,284,7,7.0,2023-07-14 07:16:15,2023-07-16 08:16:15,Medium,49.0,20.0
Zinnia,108,152.0,Rainy,Marriage,16416.0,3283.2000000000003,277,5,7.0,2023-03-14 20:51:35,2023-03-16 15:51:35,Medium,43.0,20.0
Calla Lily,233,92.0,Rainy,Luxury Events,21436.0,4287.2,298,5,7.0,2023-05-21 12:28:08,2023-05-23 21:28:08,Low,57.0,20.0
Chrysanthemum,137,41.0,Rainy,Daily Consumers,5617.0,1123.4,269,5,7.0,2023-10-20 16:00:50,2023-10-22 19:00:50,Low,51.0,20.0
Lavender,225,16.0,Rainy,Festivals,3600.0,720.0,284,5,7.0,2023-06-19 01:32:33,2023-06-19 05:32:33,Low,4.0,20.0
Gerbera,140,244.0,Rainy,Corporate Events,34160.0,6832.0,242,5,7.0,2023-02-28 20:16:29,2023-03-01 02:16:29,High,6.0,20.0
Chrysanthemum,146,160.0,Windy,Corporate Events,23360.0,4672.0,269,6,7.0,2023-07-08 01:58:17,2023-07-08 19:58:17,High,18.0,20.0
Tulip,256,75.0,Cloudy,Luxury Events,19200.0,3840.0,257,7,7.0,2023-11-28 12:26:08,2023-11-28 16:26:08,Low,4.0,20.0
Daisy,112,68.0,Sunny,Special Events,7616.0,1523.2,285,10,8.0,2023-09-05 03:41:00,2023-09-05 16:41:00,Low,13.0,20.0
Calla Lily,281,134.0,Windy,Weddings,37654.0,7530.8,298,6,7.0,2023-01-21 09:09:48,2023-01-21 11:09:48,Medium,2.0,20.0
Daisy,85,151.0,Windy,Luxury Events,12835.0,2567.0,285,6,7.0,2023-11-25 00:04:29,2023-11-27 02:04:29,Medium,50.0,20.0
Lily,213,13.0,Cloudy,Festivals,2769.0,553.8000000000001,280,7,7.0,2023-05-26 12:53:41,2023-05-27 22:53:41,Low,34.0,20.0
Poppy,209,55.0,Cloudy,Festivals,11495.0,2299.0,284,7,7.0,2023-06-22 14:40:46,2023-06-23 14:40:46,Low,24.0,20.0
Rose,161,217.0,Sunny,Temple,34937.0,6987.400000000001,281,10,6.0,2023-04-05 14:53:57,2023-04-07 04:53:57,High,38.0,20.0
Calla Lily,225,65.0,Rainy,Temple,14625.0,2925.0,298,5,6.0,2023-07-28 07:45:20,2023-07-28 23:45:20,Low,16.0,20.0
Chrysanthemum,112,84.0,Windy,Temple,9408.0,1881.6,269,6,6.0,2023-06-18 09:57:51,2023-06-19 19:57:51,Low,34.0,20.0
Gerbera,155,103.0,Cloudy,Temple,15965.0,3193.0,242,7,6.0,2023-07-27 04:27:57,2023-07-29 17:27:57,Low,61.0,20.0
Marigold,176,222.0,Rainy,Marriage,39072.0,7814.400000000001,284,5,7.0,2023-07-19 09:47:45,2023-07-22 04:47:45,High,67.0,20.0
Orchid,286,58.0,Sunny,High-End Customers,16588.0,3317.6000000000004,289,10,9.0,2023-06-24 09:28:37,2023-06-24 11:28:37,Low,2.0,20.0
Chrysanthemum,133,83.0,Cloudy,High-End Customers,11039.0,2207.8,269,7,9.0,2023-02-25 10:48:16,2023-02-28 03:48:16,Low,65.0,20.0
Sunflower,143,97.0,Sunny,Corporate Events,13871.0,2774.2000000000003,257,10,7.0,2023-11-07 15:08:47,2023-11-08 21:08:47,Low,30.0,20.0
Calla Lily,240,70.0,Rainy,Luxury Events,16800.0,3360.0,298,5,7.0,2023-07-08 01:01:11,2023-07-10 02:01:11,Low,49.0,20.0
Marigold,156,183.0,Cloudy,High-End Customers,28548.0,5709.6,284,7,9.0,2023-05-30 03:43:16,2023-05-31 06:43:16,High,27.0,20.0
Geranium,185,126.0,Cloudy,Luxury Events,23310.0,4662.0,264,7,7.0,2023-03-10 09:24:16,2023-03-10 19:24:16,Medium,10.0,20.0
Jasmine,132,29.0,Windy,Festivals,3828.0,765.6,293,6,7.0,2023-02-13 08:59:46,2023-02-15 21:59:46,Low,61.0,20.0
Chrysanthemum,136,67.0,Windy,Temple,9112.0,1822.4,269,6,6.0,2023-03-11 04:20:01,2023-03-14 01:20:01,Low,69.0,20.0
Tulip,260,10.0,Windy,Special Events,2600.0,520.0,257,6,8.0,2023-10-20 10:26:05,2023-10-21 00:26:05,Low,14.0,20.0
Calla Lily,295,85.0,Cloudy,Special Events,25075.0,5015.0,298,7,8.0,2023-02-09 19:34:22,2023-02-11 16:34:22,Low,45.0,20.0
Daisy,93,104.0,Sunny,Luxury Events,9672.0,1934.4,285,10,7.0,2023-08-12 21:19:38,2023-08-13 09:19:38,Low,12.0,20.0
Hibiscus,73,130.0,Cloudy,Luxury Events,9490.0,1898.0,273,7,7.0,2023-07-05 05:01:16,2023-07-07 23:01:16,Medium,66.0,20.0
Geranium,123,91.0,Windy,Luxury Events,11193.0,2238.6,264,6,7.0,2023-01-17 08:44:23,2023-01-17 20:44:23,Low,12.0,20.0
Dahlia,152,32.0,Windy,Corporate Events,4864.0,972.8,300,6,7.0,2023-09-13 10:19:20,2023-09-16 08:19:20,Low,70.0,20.0
Lavender,179,10.0,Sunny,Weddings,1790.0,358.0,284,10,7.0,2023-08-31 14:33:51,2023-09-02 08:33:51,Low,42.0,20.0
Tulip,239,74.0,Windy,Festivals,17686.0,3537.2000000000003,257,6,7.0,2023-11-18 05:36:19,2023-11-21 04:36:19,Low,71.0,20.0
Sunflower,138,136.0,Cloudy,Temple,18768.0,3753.6,257,7,6.0,2023-10-08 08:27:07,2023-10-08 16:27:07,Medium,8.0,20.0
Chrysanthemum,128,158.0,Sunny,Temple,20224.0,4044.8,269,10,6.0,2023-11-01 03:44:25,2023-11-03 07:44:25,High,52.0,20.0
Sunflower,164,103.0,Sunny,Weddings,16892.0,3378.4,257,10,7.0,2023-01-29 12:56:40,2023-01-31 06:56:40,Low,42.0,20.0
Rose,166,185.0,Rainy,Corporate Events,30710.0,6142.0,281,5,7.0,2023-11-26 21:20:12,2023-11-28 18:20:12,High,45.0,20.0
Geranium,180,118.0,Windy,Special Events,21240.0,4248.0,264,6,8.0,2023-06-16 15:52:01,2023-06-16 22:52:01,Medium,7.0,20.0
Calla Lily,235,59.0,Rainy,High-End Customers,13865.0,2773.0,298,5,9.0,2023-10-31 00:55:44,2023-10-31 12:55:44,Low,12.0,20.0
Chrysanthemum,132,91.0,Windy,Festivals,12012.0,2402.4,269,6,7.0,2023-05-13 22:49:29,2023-05-16 05:49:29,Low,55.0,20.0
Rose,103,164.0,Windy,Special Events,16892.0,3378.4,281,6,8.0,2023-04-14 19:14:32,2023-04-15 11:14:32,High,16.0,20.0
Hibiscus,94,89.0,Rainy,Temple,8366.0,1673.2,273,5,6.0,2023-07-24 14:56:44,2023-07-27 05:56:44,Low,63.0,20.0
Gerbera,113,154.0,Sunny,Temple,17402.0,3480.4,242,10,6.0,2023-02-26 12:49:13,2023-02-28 03:49:13,Medium,39.0,20.0
Dahlia,219,139.0,Sunny,High-End Customers,30441.0,6088.200000000001,300,10,9.0,2023-03-23 21:40:23,2023-03-26 14:40:23,Medium,65.0,20.0
Carnation,203,118.0,Rainy,Daily Consumers,23954.0,4790.8,283,5,7.0,2023-04-14 22:05:59,2023-04-15 05:05:59,Medium,7.0,20.0
Daisy,85,179.0,Windy,Weddings,15215.0,3043.0,285,6,7.0,2023-04-20 04:10:16,2023-04-22 05:10:16,High,49.0,20.0
Carnation,150,111.0,Rainy,Corporate Events,16650.0,3330.0,283,5,7.0,2023-07-06 02:03:54,2023-07-07 18:03:54,Medium,40.0,20.0
Carnation,142,147.0,Windy,Marriage,20874.0,4174.8,283,6,7.0,2023-04-06 14:06:39,2023-04-07 19:06:39,Medium,29.0,20.0
Tulip,262,116.0,Windy,Festivals,30392.0,6078.400000000001,257,6,7.0,2023-01-06 23:29:31,2023-01-07 15:29:31,Medium,16.0,20.0
Lily,161,149.0,Sunny,Marriage,23989.0,4797.8,280,10,7.0,2023-09-01 02:00:13,2023-09-02 07:00:13,Medium,29.0,20.0
Calla Lily,240,15.0,Rainy,Daily Consumers,3600.0,720.0,298,5,7.0,2023-02-09 07:07:33,2023-02-09 09:07:33,Low,2.0,20.0
Daisy,132,143.0,Windy,Luxury Events,18876.0,3775.2,285,6,7.0,2023-02-22 17:49:00,2023-02-24 09:49:00,Medium,40.0,20.0
Poppy,222,114.0,Windy,Luxury Events,25308.0,5061.6,284,6,7.0,2023-12-14 02:03:27,2023-12-14 05:03:27,Medium,3.0,20.0
Carnation,155,156.0,Sunny,Temple,24180.0,4836.0,283,10,6.0,2023-11-13 16:35:43,2023-11-16 16:35:43,High,72.0,20.0
Marigold,132,210.0,Rainy,Festivals,27720.0,5544.0,284,5,7.0,2023-01-31 09:29:57,2023-02-02 03:29:57,High,42.0,20.0
Carnation,161,185.0,Cloudy,Marriage,29785.0,5957.0,283,7,7.0,2023-02-04 12:30:55,2023-02-07 07:30:55,High,67.0,20.0
Dahlia,191,108.0,Windy,High-End Customers,20628.0,4125.6,300,6,9.0,2023-04-20 08:45:36,2023-04-23 04:45:36,Medium,68.0,20.0
Dahlia,214,88.0,Sunny,Festivals,18832.0,3766.4,300,10,7.0,2023-10-09 08:30:22,2023-10-12 05:30:22,Low,69.0,20.0
Gerbera,102,141.0,Cloudy,Luxury Events,14382.0,2876.4,242,7,7.0,2023-05-15 07:15:25,2023-05-17 03:15:25,Medium,44.0,20.0
Gerbera,98,157.0,Sunny,High-End Customers,15386.0,3077.2000000000003,242,10,9.0,2023-12-19 07:18:30,2023-12-22 07:18:30,High,72.0,20.0
Lily,174,45.0,Cloudy,Daily Consumers,7830.0,1566.0,280,7,7.0,2023-05-19 06:38:21,2023-05-21 18:38:21,Low,60.0,20.0
Zinnia,87,82.0,Windy,Luxury Events,7134.0,1426.8000000000002,277,6,7.0,2023-09-21 22:44:56,2023-09-22 15:44:56,Low,17.0,20.000000000000004
Zinnia,72,82.0,Windy,Corporate Events,5904.0,1180.8,277,6,7.0,2023-03-06 22:33:30,2023-03-08 04:33:30,Low,30.0,20.0
Calla Lily,270,13.0,Sunny,Luxury Events,3510.0,702.0,298,10,7.0,2023-06-06 08:50:09,2023-06-09 05:50:09,Low,69.0,20.0
Sunflower,132,170.0,Rainy,Luxury Events,22440.0,4488.0,257,5,7.0,2023-02-10 01:23:33,2023-02-11 15:23:33,High,38.0,20.0
Lavender,231,71.0,Windy,Daily Consumers,16401.0,3280.2000000000003,284,6,7.0,2023-07-12 08:54:03,2023-07-14 05:54:03,Low,45.0,20.0
Orchid,317,10.0,Windy,Temple,3170.0,634.0,289,6,6.0,2023-05-14 01:30:39,2023-05-14 17:30:39,Low,16.0,20.0
Marigold,175,239.0,Sunny,Marriage,41825.0,8365.0,284,10,7.0,2023-02-07 00:43:53,2023-02-09 09:43:53,High,57.0,20.0
Poppy,246,51.0,Sunny,Festivals,12546.0,2509.2000000000003,284,10,7.0,2023-06-18 00:37:26,2023-06-19 02:37:26,Low,26.0,20.0
Tulip,272,10.0,Windy,Daily Consumers,2720.0,544.0,257,6,7.0,2023-03-07 10:22:24,2023-03-10 01:22:24,Low,63.0,20.0
Sunflower,119,173.0,Windy,Temple,20587.0,4117.400000000001,257,6,6.0,2023-06-29 19:42:22,2023-06-30 08:42:22,High,13.0,20.000000000000004
Calla Lily,244,48.0,Windy,Marriage,11712.0,2342.4,298,6,7.0,2023-03-17 22:32:39,2023-03-19 08:32:39,Low,34.0,20.0
Tulip,229,34.0,Windy,Festivals,7786.0,1557.2,257,6,7.0,2023-12-18 06:59:58,2023-12-20 03:59:58,Low,45.0,20.0
Poppy,263,10.0,Rainy,Festivals,2630.0,526.0,284,5,7.0,2023-02-20 13:20:11,2023-02-22 17:20:11,Low,52.0,20.0
Daisy,106,62.0,Cloudy,Special Events,6572.0,1314.4,285,7,8.0,2023-12-18 08:48:04,2023-12-21 08:48:04,Low,72.0,20.0
Zinnia,126,100.0,Cloudy,Special Events,12600.0,2520.0,277,7,8.0,2023-11-30 06:35:06,2023-12-02 20:35:06,Low,62.0,20.0
Hibiscus,121,165.0,Windy,Weddings,19965.0,3993.0,273,6,7.0,2023-09-09 05:41:25,2023-09-10 21:41:25,High,40.0,20.0
Orchid,296,77.0,Sunny,High-End Customers,22792.0,4558.400000000001,289,10,9.0,2023-09-01 19:58:40,2023-09-03 12:58:40,Low,41.0,20.0
Sunflower,130,168.0,Windy,Festivals,21840.0,4368.0,257,6,7.0,2023-05-22 00:24:24,2023-05-22 08:24:24,High,8.0,20.0
Marigold,172,138.0,Cloudy,Weddings,23736.0,4747.2,284,7,7.0,2023-06-08 17:11:38,2023-06-11 00:11:38,Medium,55.0,20.0
Calla Lily,291,10.0,Sunny,Special Events,2910.0,582.0,298,10,8.0,2023-11-16 13:42:23,2023-11-19 02:42:23,Low,61.0,20.0
Dahlia,156,98.0,Sunny,Luxury Events,15288.0,3057.6000000000004,300,10,7.0,2023-11-20 02:37:42,2023-11-22 17:37:42,Low,63.0,20.0
Lavender,170,10.0,Windy,Luxury Events,1700.0,340.0,284,6,7.0,2023-07-13 06:29:24,2023-07-15 03:29:24,Low,45.0,20.0
Tulip,294,10.0,Cloudy,Weddings,2940.0,588.0,257,7,7.0,2023-05-01 08:28:29,2023-05-03 05:28:29,Low,45.0,20.0
Rose,124,152.0,Cloudy,Luxury Events,18848.0,3769.6,281,7,7.0,2023-06-22 02:06:18,2023-06-23 10:06:18,Medium,32.0,20.0
Poppy,217,10.0,Sunny,Special Events,2170.0,434.0,284,10,8.0,2023-08-01 04:21:51,2023-08-02 16:21:51,Low,36.0,20.0
Calla Lily,268,125.0,Cloudy,Daily Consumers,33500.0,6700.0,298,7,7.0,2023-02-03 22:49:00,2023-02-05 13:49:00,Medium,39.0,20.0
Jasmine,149,177.0,Rainy,Marriage,26373.0,5274.6,293,5,7.0,2023-10-24 20:29:45,2023-10-25 15:29:45,High,19.0,20.0
Chrysanthemum,186,143.0,Cloudy,Special Events,26598.0,5319.6,269,7,8.0,2023-10-10 11:25:57,2023-10-11 13:25:57,Medium,26.0,20.0
Chrysanthemum,176,58.0,Rainy,Corporate Events,10208.0,2041.6,269,5,7.0,2023-02-12 01:16:11,2023-02-14 05:16:11,Low,52.0,20.0
