Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start Date,Start Time,End Date,End Time
Calla Lily,263,10,Windy,Weddings,2630,526.0,298,6,,2023-11-09,18:13:12,2023-11-10,00:13:12
Gerbera,103,163,Rainy,Luxury Events,16789,3357.8,242,5,,2023-06-24,14:26:51,2023-06-27,01:26:51
Dahlia,151,86,Windy,Weddings,12986,2597.2000000000003,300,6,,2023-11-24,11:47:17,2023-11-26,07:47:17
Lavender,172,86,Cloudy,Daily Consumers,14792,2958.4,284,7,,2023-12-28,18:06:58,2023-12-29,19:06:58
Orchid,290,10,Windy,Special Events,2900,580.0,289,6,8.0,2023-01-02,17:13:42,2023-01-05,14:13:42
Dahlia,203,41,Sunny,High-End Customers,8323,1664.6,300,10,9.0,2023-06-16,20:13:39,2023-06-18,17:13:39
Orchid,342,52,Windy,High-End Customers,17784,3556.8,289,6,9.0,2023-11-28,19:06:01,2023-11-29,19:06:01
Marigold,142,131,Sunny,Special Events,18602,3720.4,284,10,8.0,2023-09-19,14:37:34,2023-09-21,02:37:34
Tulip,270,37,Cloudy,Corporate Events,9990,1998.0,257,7,7.0,2023-02-27,17:36:22,2023-03-01,20:36:22
Marigold,200,243,Windy,Marriage,48600,9720.0,284,6,,2023-09-20,01:02:41,2023-09-21,12:02:41
Rose,155,221,Rainy,Special Events,34255,6851.0,281,5,8.0,2023-10-21,04:07:09,2023-10-24,02:07:09
Zinnia,132,90,Sunny,Luxury Events,11880,2376.0,277,10,,2023-02-23,03:31:26,2023-02-24,11:31:26
Hibiscus,134,93,Cloudy,Corporate Events,12462,2492.4,273,7,7.0,2023-03-21,23:29:01,2023-03-24,22:29:01
Jasmine,118,144,Sunny,Marriage,16992,3398.4,293,10,,2023-10-30,06:19:43,2023-11-02,06:19:43
Jasmine,131,135,Sunny,Luxury Events,17685,3537.0,293,10,,2023-12-26,06:13:44,2023-12-28,05:13:44
Poppy,266,10,Sunny,High-End Customers,2660,532.0,284,10,9.0,2023-04-03,15:06:33,2023-04-04,14:06:33
Dahlia,147,35,Windy,Corporate Events,5145,1029.0,300,6,7.0,2023-10-15,22:31:39,2023-10-17,09:31:39
Daisy,87,205,Windy,Luxury Events,17835,3567.0,285,6,,2023-09-19,02:16:05,2023-09-20,10:16:05
Dahlia,150,63,Cloudy,Marriage,9450,1890.0,300,7,,2023-05-02,11:45:14,2023-05-02,12:45:14
Marigold,141,179,Cloudy,Weddings,25239,5047.8,284,7,,2023-10-30,17:57:31,2023-11-01,17:57:31
Chrysanthemum,160,102,Sunny,Festivals,16320,3264.0,269,10,,2023-05-31,23:16:14,2023-06-03,00:16:14
Jasmine,89,106,Windy,Temple,9434,1886.8,293,6,6.0,2023-01-07,03:14:02,2023-01-08,06:14:02
Lavender,222,131,Sunny,Marriage,29082,5816.400000000001,284,10,,2023-09-24,14:45:51,2023-09-27,02:45:51
Marigold,154,148,Rainy,High-End Customers,22792,4558.400000000001,284,5,9.0,2023-11-15,16:55:38,2023-11-16,10:55:38
Hibiscus,131,195,Rainy,Festivals,25545,5109.0,273,5,,2023-02-04,19:06:15,2023-02-06,20:06:15
Chrysanthemum,125,60,Cloudy,Luxury Events,7500,1500.0,269,7,,2023-02-09,22:12:57,2023-02-11,21:12:57
Jasmine,96,91,Rainy,Temple,8736,1747.2,293,5,6.0,2023-08-26,19:34:02,2023-08-28,19:34:02
Lily,192,71,Rainy,Luxury Events,13632,2726.4,280,5,,2023-01-09,05:33:49,2023-01-11,10:33:49
Poppy,268,17,Windy,Marriage,4556,911.2,284,6,,2023-09-14,11:16:25,2023-09-17,01:16:25
Orchid,350,10,Windy,Special Events,3500,700.0,289,6,8.0,2023-11-11,15:42:51,2023-11-11,20:42:51
Jasmine,120,99,Rainy,Marriage,11880,2376.0,293,5,,2023-09-15,21:52:25,2023-09-16,11:52:25
Tulip,248,27,Rainy,Weddings,6696,1339.2,257,5,,2023-09-10,02:25:20,2023-09-10,05:25:20
Lavender,209,90,Rainy,High-End Customers,18810,3762.0,284,5,9.0,2023-06-22,18:02:38,2023-06-24,04:02:38
Dahlia,168,17,Windy,Special Events,2856,571.2,300,6,8.0,2023-07-31,19:58:51,2023-08-01,03:58:51
Tulip,277,44,Sunny,Daily Consumers,12188,2437.6,257,10,,2023-07-13,11:33:26,2023-07-15,12:33:26
Jasmine,89,155,Cloudy,Special Events,13795,2759.0,293,7,8.0,2023-10-27,08:27:33,2023-10-30,02:27:33
Zinnia,146,159,Rainy,Special Events,23214,4642.8,277,5,8.0,2023-09-24,23:54:40,2023-09-25,12:54:40
Rose,152,205,Windy,Luxury Events,31160,6232.0,281,6,,2023-07-07,13:36:13,2023-07-07,21:36:13
Hibiscus,71,212,Cloudy,Daily Consumers,15052,3010.4,273,7,,2023-12-14,19:16:51,2023-12-15,01:16:51
Calla Lily,252,86,Rainy,Weddings,21672,4334.400000000001,298,5,,2023-11-29,20:28:29,2023-12-02,15:28:29
Poppy,208,101,Rainy,Marriage,21008,4201.6,284,5,,2023-02-24,23:58:17,2023-02-26,10:58:17
Zinnia,134,162,Sunny,High-End Customers,21708,4341.6,277,10,9.0,2023-07-17,13:40:52,2023-07-18,06:40:52
Daisy,127,134,Cloudy,Temple,17018,3403.6000000000004,285,7,6.0,2023-09-27,11:29:06,2023-09-27,15:29:06
Carnation,168,63,Sunny,Festivals,10584,2116.8,283,10,,2023-03-04,06:41:09,2023-03-05,14:41:09
Lily,202,107,Rainy,Temple,21614,4322.8,280,5,6.0,2023-08-04,22:36:00,2023-08-06,15:36:00
Carnation,184,157,Cloudy,Corporate Events,28888,5777.6,283,7,7.0,2023-07-07,18:48:22,2023-07-10,13:48:22
Lavender,245,134,Rainy,Daily Consumers,32830,6566.0,284,5,,2023-04-04,18:33:01,2023-04-04,22:33:01
Orchid,302,109,Sunny,Luxury Events,32918,6583.6,289,10,,2023-05-12,23:41:08,2023-05-14,09:41:08
Tulip,233,85,Rainy,Weddings,19805,3961.0,257,5,,2023-01-10,22:29:45,2023-01-13,09:29:45
Lavender,210,41,Sunny,Daily Consumers,8610,1722.0,284,10,,2023-02-03,03:56:58,2023-02-05,01:56:58
Orchid,270,10,Rainy,High-End Customers,2700,540.0,289,5,9.0,2023-06-18,11:11:15,2023-06-21,10:11:15
Calla Lily,255,10,Cloudy,Special Events,2550,510.0,298,7,8.0,2023-08-03,20:15:51,2023-08-05,00:15:51
Marigold,148,199,Sunny,Marriage,29452,5890.400000000001,284,10,,2023-10-06,09:53:07,2023-10-08,10:53:07
Hibiscus,68,214,Cloudy,Weddings,14552,2910.4,273,7,,2023-09-24,02:13:53,2023-09-25,00:13:53
Orchid,339,80,Rainy,Corporate Events,27120,5424.0,289,5,7.0,2023-10-26,13:35:56,2023-10-28,20:35:56
Jasmine,106,72,Cloudy,Daily Consumers,7632,1526.4,293,7,,2023-03-05,14:48:24,2023-03-06,12:48:24
Calla Lily,282,45,Cloudy,High-End Customers,12690,2538.0,298,7,9.0,2023-03-20,19:28:03,2023-03-21,01:28:03
Lavender,248,71,Windy,Special Events,17608,3521.6000000000004,284,6,8.0,2023-06-23,11:05:39,2023-06-25,23:05:39
Daisy,104,131,Sunny,Daily Consumers,13624,2724.8,285,10,,2023-05-12,03:40:53,2023-05-12,12:40:53
Gerbera,92,203,Rainy,Temple,18676,3735.2,242,5,6.0,2023-09-29,01:57:28,2023-10-01,11:57:28
Geranium,152,188,Rainy,Marriage,28576,5715.200000000001,264,5,,2023-02-16,20:53:56,2023-02-17,23:53:56
Lavender,220,29,Windy,High-End Customers,6380,1276.0,284,6,9.0,2023-01-24,03:33:25,2023-01-25,01:33:25
Lily,161,37,Rainy,Festivals,5957,1191.4,280,5,,2023-05-05,08:27:10,2023-05-05,13:27:10
Dahlia,153,28,Windy,Festivals,4284,856.8000000000001,300,6,,2023-03-17,12:25:07,2023-03-20,11:25:07
Dahlia,177,147,Windy,Special Events,26019,5203.8,300,6,8.0,2023-02-15,15:34:46,2023-02-16,21:34:46
Dahlia,202,44,Rainy,Corporate Events,8888,1777.6,300,5,7.0,2023-02-13,19:05:59,2023-02-14,01:05:59
Sunflower,146,197,Cloudy,Luxury Events,28762,5752.400000000001,257,7,,2023-10-19,21:34:01,2023-10-21,05:34:01
Daisy,91,115,Windy,Corporate Events,10465,2093.0,285,6,7.0,2023-07-19,13:59:56,2023-07-22,07:59:56
Lavender,218,10,Sunny,Festivals,2180,436.0,284,10,,2023-12-17,02:16:47,2023-12-18,21:16:47
Carnation,196,191,Sunny,High-End Customers,37436,7487.200000000001,283,10,9.0,2023-11-27,14:58:31,2023-11-29,18:58:31
Daisy,80,93,Rainy,Daily Consumers,7440,1488.0,285,5,,2023-10-28,19:50:19,2023-10-31,08:50:19
Carnation,191,114,Windy,Temple,21774,4354.8,283,6,6.0,2023-01-20,09:07:49,2023-01-21,01:07:49
Jasmine,129,80,Cloudy,Special Events,10320,2064.0,293,7,8.0,2023-03-23,00:29:26,2023-03-23,15:29:26
Jasmine,98,166,Cloudy,Special Events,16268,3253.6000000000004,293,7,8.0,2023-09-13,07:26:08,2023-09-13,22:26:08
Daisy,141,208,Rainy,Weddings,29328,5865.6,285,5,,2023-10-18,21:40:19,2023-10-20,05:40:19
Chrysanthemum,124,46,Windy,Corporate Events,5704,1140.8,269,6,7.0,2023-10-24,23:09:41,2023-10-25,05:09:41
Tulip,287,65,Windy,Temple,18655,3731.0,257,6,6.0,2023-05-09,22:28:03,2023-05-11,12:28:03
Carnation,150,55,Windy,Festivals,8250,1650.0,283,6,,2023-06-24,10:15:32,2023-06-25,07:15:32
Lily,172,90,Sunny,Festivals,15480,3096.0,280,10,,2023-01-18,04:30:29,2023-01-20,08:30:29
Geranium,155,184,Windy,Marriage,28520,5704.0,264,6,,2023-05-15,00:04:28,2023-05-15,19:04:28
Marigold,133,190,Rainy,Weddings,25270,5054.0,284,5,,2023-03-01,03:51:29,2023-03-01,21:51:29
Gerbera,80,165,Cloudy,Luxury Events,13200,2640.0,242,7,,2023-07-22,05:45:26,2023-07-23,18:45:26
Lily,196,78,Cloudy,High-End Customers,15288,3057.6000000000004,280,7,9.0,2023-05-19,17:21:19,2023-05-22,17:21:19
Calla Lily,295,63,Cloudy,Festivals,18585,3717.0,298,7,,2023-01-31,18:17:39,2023-02-02,02:17:39
Orchid,288,10,Rainy,High-End Customers,2880,576.0,289,5,9.0,2023-05-08,22:31:25,2023-05-11,04:31:25
Geranium,127,65,Windy,Weddings,8255,1651.0,264,6,,2023-08-09,23:26:20,2023-08-11,03:26:20
Orchid,332,83,Rainy,Weddings,27556,5511.200000000001,289,5,,2023-05-07,02:53:05,2023-05-07,08:53:05
Zinnia,145,153,Cloudy,Marriage,22185,4437.0,277,7,,2023-11-01,22:06:44,2023-11-03,12:06:44
Tulip,267,10,Rainy,Luxury Events,2670,534.0,257,5,,2023-10-22,03:05:08,2023-10-25,02:05:08
Poppy,226,94,Cloudy,Daily Consumers,21244,4248.8,284,7,,2023-02-16,19:29:30,2023-02-18,19:29:30
Marigold,199,177,Cloudy,Corporate Events,35223,7044.6,284,7,7.0,2023-07-10,04:33:40,2023-07-10,11:33:40
Chrysanthemum,151,67,Rainy,Daily Consumers,10117,2023.4,269,5,,2023-01-23,22:34:58,2023-01-24,01:34:58
Marigold,132,135,Windy,Weddings,17820,3564.0,284,6,,2023-07-12,01:41:38,2023-07-13,21:41:38
Calla Lily,297,10,Windy,Festivals,2970,594.0,298,6,,2023-08-12,23:10:19,2023-08-15,14:10:19
Zinnia,103,168,Cloudy,Special Events,17304,3460.8,277,7,8.0,2023-07-16,04:51:33,2023-07-18,09:51:33
Chrysanthemum,153,72,Cloudy,Daily Consumers,11016,2203.2000000000003,269,7,,2023-07-31,04:13:35,2023-08-03,04:13:35
Jasmine,76,33,Rainy,Marriage,2508,501.6,293,5,,2023-04-23,16:11:08,2023-04-25,14:11:08
Chrysanthemum,174,73,Windy,Luxury Events,12702,2540.4,269,6,,2023-06-25,15:49:14,2023-06-27,12:49:14
Jasmine,107,89,Rainy,Festivals,9523,1904.6,293,5,,2023-01-08,07:25:12,2023-01-10,11:25:12
Tulip,267,10,Rainy,Luxury Events,2670,534.0,257,5,,2023-09-09,07:28:25,2023-09-11,02:28:25
Sunflower,160,188,Sunny,Luxury Events,30080,6016.0,257,10,,2023-05-23,00:13:49,2023-05-23,02:13:49
Chrysanthemum,112,102,Cloudy,Luxury Events,11424,2284.8,269,7,,2023-06-22,03:17:50,2023-06-22,20:17:50
Geranium,143,117,Rainy,Festivals,16731,3346.2000000000003,264,5,,2023-01-03,17:24:52,2023-01-05,01:24:52
Tulip,276,105,Sunny,Festivals,28980,5796.0,257,10,,2023-07-18,20:15:01,2023-07-19,13:15:01
Zinnia,139,201,Rainy,Special Events,27939,5587.8,277,5,8.0,2023-03-17,21:08:42,2023-03-20,17:08:42
Tulip,253,130,Sunny,Marriage,32890,6578.0,257,10,,2023-11-27,03:44:30,2023-11-28,13:44:30
Jasmine,89,62,Sunny,Marriage,5518,1103.6,293,10,,2023-10-21,14:33:48,2023-10-23,18:33:48
Zinnia,131,93,Rainy,Weddings,12183,2436.6,277,5,,2023-06-28,23:40:35,2023-07-01,06:40:35
Lavender,203,10,Windy,Festivals,2030,406.0,284,6,,2023-06-18,09:47:29,2023-06-20,19:47:29
Orchid,320,84,Windy,Marriage,26880,5376.0,289,6,,2023-06-18,19:59:06,2023-06-20,12:59:06
Zinnia,88,176,Sunny,Temple,15488,3097.6000000000004,277,10,6.0,2023-05-14,19:00:31,2023-05-17,03:00:31
Orchid,309,10,Sunny,Luxury Events,3090,618.0,289,10,,2023-11-14,12:23:29,2023-11-16,08:23:29
Zinnia,115,89,Cloudy,Special Events,10235,2047.0,277,7,8.0,2023-10-05,10:38:09,2023-10-05,19:38:09
Lily,187,57,Windy,Marriage,10659,2131.8,280,6,,2023-07-21,11:06:27,2023-07-24,10:06:27
Jasmine,143,42,Sunny,Temple,6006,1201.2,293,10,6.0,2023-05-04,10:33:42,2023-05-05,21:33:42
Gerbera,117,256,Windy,Temple,29952,5990.400000000001,242,6,6.0,2023-02-21,15:47:35,2023-02-23,18:47:35
Marigold,163,259,Cloudy,Temple,42217,8443.4,284,7,6.0,2023-06-03,03:28:19,2023-06-04,04:28:19
Zinnia,81,119,Windy,Corporate Events,9639,1927.8,277,6,7.0,2023-02-05,18:02:41,2023-02-08,12:02:41
Geranium,173,148,Cloudy,Luxury Events,25604,5120.8,264,7,,2023-03-14,20:02:07,2023-03-17,16:02:07
Calla Lily,258,139,Sunny,Special Events,35862,7172.400000000001,298,10,8.0,2023-07-08,18:55:29,2023-07-08,22:55:29
Rose,154,173,Rainy,Special Events,26642,5328.400000000001,281,5,8.0,2023-09-05,12:59:48,2023-09-08,07:59:48
Tulip,243,54,Windy,Temple,13122,2624.4,257,6,6.0,2023-12-08,21:54:36,2023-12-10,21:54:36
Chrysanthemum,144,71,Sunny,High-End Customers,10224,2044.8,269,10,9.0,2023-01-28,20:10:26,2023-01-28,21:10:26
Daisy,141,142,Cloudy,Special Events,20022,4004.4,285,7,8.0,2023-03-21,21:10:00,2023-03-22,20:10:00
Carnation,172,57,Windy,Temple,9804,1960.8,283,6,6.0,2023-04-12,19:36:08,2023-04-15,10:36:08
Jasmine,83,28,Cloudy,Weddings,2324,464.8,293,7,,2023-10-28,12:38:01,2023-10-29,05:38:01
Tulip,258,10,Cloudy,Temple,2580,516.0,257,7,6.0,2023-07-28,14:12:56,2023-07-29,06:12:56
Zinnia,91,99,Cloudy,Festivals,9009,1801.8,277,7,,2023-02-01,23:33:17,2023-02-02,21:33:17
Gerbera,104,250,Windy,Luxury Events,26000,5200.0,242,6,,2023-04-02,05:13:22,2023-04-04,01:13:22
Chrysanthemum,159,100,Rainy,Weddings,15900,3180.0,269,5,,2023-02-21,19:21:34,2023-02-22,12:21:34
Carnation,184,120,Sunny,Weddings,22080,4416.0,283,10,,2023-05-13,22:30:03,2023-05-16,19:30:03
Dahlia,182,12,Sunny,Weddings,2184,436.8,300,10,,2023-07-15,01:40:40,2023-07-15,22:40:40
Chrysanthemum,146,63,Windy,Corporate Events,9198,1839.6,269,6,7.0,2023-05-19,04:23:30,2023-05-21,23:23:30
Dahlia,176,45,Windy,Daily Consumers,7920,1584.0,300,6,,2023-06-15,12:54:24,2023-06-17,02:54:24
Lily,207,111,Cloudy,Luxury Events,22977,4595.400000000001,280,7,,2023-02-24,02:44:58,2023-02-26,06:44:58
Carnation,196,191,Windy,Luxury Events,37436,7487.200000000001,283,6,,2023-08-16,16:20:31,2023-08-19,01:20:31
Carnation,205,93,Cloudy,Festivals,19065,3813.0,283,7,,2023-10-10,07:50:02,2023-10-11,04:50:02
Daisy,107,172,Sunny,Temple,18404,3680.8,285,10,6.0,2023-03-15,13:51:10,2023-03-18,11:51:10
Sunflower,164,43,Sunny,Weddings,7052,1410.4,257,10,,2023-08-25,06:51:11,2023-08-26,09:51:11
Zinnia,95,204,Windy,Daily Consumers,19380,3876.0,277,6,,2023-08-29,10:20:52,2023-09-01,02:20:52
Zinnia,94,175,Sunny,Temple,16450,3290.0,277,10,6.0,2023-04-24,20:46:13,2023-04-26,14:46:13
Daisy,128,148,Rainy,High-End Customers,18944,3788.8,285,5,9.0,2023-02-07,19:48:41,2023-02-08,16:48:41
Daisy,87,133,Rainy,Weddings,11571,2314.2000000000003,285,5,,2023-03-12,02:23:03,2023-03-12,20:23:03
Jasmine,97,64,Windy,Daily Consumers,6208,1241.6,293,6,,2023-03-02,03:28:53,2023-03-04,08:28:53
Jasmine,124,24,Sunny,Weddings,2976,595.2,293,10,,2023-02-06,21:56:31,2023-02-09,01:56:31
Chrysanthemum,169,24,Windy,Corporate Events,4056,811.2,269,6,7.0,2023-09-20,11:22:41,2023-09-22,11:22:41
Carnation,156,106,Cloudy,Temple,16536,3307.2000000000003,283,7,6.0,2023-11-28,10:19:22,2023-11-29,13:19:22
Geranium,181,124,Rainy,Daily Consumers,22444,4488.8,264,5,,2023-06-25,20:06:03,2023-06-26,23:06:03
Zinnia,110,155,Cloudy,Festivals,17050,3410.0,277,7,,2023-01-11,21:11:25,2023-01-14,11:11:25
Sunflower,138,181,Cloudy,Temple,24978,4995.6,257,7,6.0,2023-05-17,10:39:20,2023-05-18,18:39:20
Zinnia,115,186,Windy,Daily Consumers,21390,4278.0,277,6,,2023-03-22,11:10:25,2023-03-24,03:10:25
Carnation,155,176,Sunny,Luxury Events,27280,5456.0,283,10,,2023-08-18,20:21:18,2023-08-21,09:21:18
Tulip,248,123,Windy,Daily Consumers,30504,6100.8,257,6,,2023-11-07,11:52:04,2023-11-08,06:52:04
Zinnia,71,170,Windy,High-End Customers,12070,2414.0,277,6,9.0,2023-08-27,12:38:54,2023-08-27,18:38:54
Tulip,299,107,Cloudy,Weddings,31993,6398.6,257,7,,2023-03-31,15:06:01,2023-04-01,03:06:01
Carnation,165,147,Windy,Marriage,24255,4851.0,283,6,,2023-12-20,04:06:13,2023-12-21,16:06:13
Geranium,118,157,Cloudy,Luxury Events,18526,3705.2,264,7,,2023-06-25,09:59:46,2023-06-26,21:59:46
Calla Lily,261,10,Sunny,Corporate Events,2610,522.0,298,10,7.0,2023-11-14,13:45:21,2023-11-14,20:45:21
Lavender,235,10,Rainy,Festivals,2350,470.0,284,5,,2023-02-04,19:58:27,2023-02-06,06:58:27
Sunflower,169,147,Windy,Luxury Events,24843,4968.6,257,6,,2023-04-06,23:50:28,2023-04-09,08:50:28
Hibiscus,112,109,Windy,Luxury Events,12208,2441.6,273,6,,2023-03-08,20:50:58,2023-03-10,09:50:58
Tulip,300,10,Cloudy,Marriage,3000,600.0,257,7,,2023-05-09,22:10:14,2023-05-12,22:10:14
Rose,126,143,Sunny,Festivals,18018,3603.6,281,10,,2023-06-25,17:06:51,2023-06-26,16:06:51
Jasmine,74,89,Rainy,Weddings,6586,1317.2,293,5,,2023-05-04,12:00:12,2023-05-06,20:00:12
Lily,220,34,Cloudy,Festivals,7480,1496.0,280,7,,2023-12-14,11:42:45,2023-12-15,12:42:45
Dahlia,203,31,Sunny,Weddings,6293,1258.6,300,10,,2023-09-22,17:09:04,2023-09-24,23:09:04
Daisy,106,191,Rainy,Temple,20246,4049.2,285,5,6.0,2023-12-26,15:50:18,2023-12-29,02:50:18
Zinnia,136,161,Windy,Weddings,21896,4379.2,277,6,,2023-01-22,10:12:15,2023-01-24,09:12:15
Sunflower,157,152,Cloudy,Special Events,23864,4772.8,257,7,8.0,2023-05-16,00:56:09,2023-05-18,09:56:09
Jasmine,121,142,Sunny,Special Events,17182,3436.4,293,10,8.0,2023-02-07,21:36:18,2023-02-09,18:36:18
Dahlia,169,139,Cloudy,Luxury Events,23491,4698.2,300,7,,2023-05-21,12:23:46,2023-05-22,10:23:46
Rose,93,203,Windy,Marriage,18879,3775.8,281,6,,2023-08-23,21:23:50,2023-08-25,03:23:50
Lavender,188,109,Rainy,Corporate Events,20492,4098.400000000001,284,5,7.0,2023-08-28,19:04:36,2023-08-30,04:04:36
Zinnia,121,52,Rainy,Temple,6292,1258.4,277,5,6.0,2023-02-13,15:12:10,2023-02-13,17:12:10
Chrysanthemum,125,20,Windy,High-End Customers,2500,500.0,269,6,9.0,2023-01-10,10:03:16,2023-01-11,08:03:16
Daisy,139,78,Windy,High-End Customers,10842,2168.4,285,6,9.0,2023-10-19,03:58:46,2023-10-20,09:58:46
Marigold,131,240,Sunny,High-End Customers,31440,6288.0,284,10,9.0,2023-07-17,04:56:39,2023-07-17,19:56:39
Orchid,337,72,Cloudy,Marriage,24264,4852.8,289,7,,2023-05-09,10:10:18,2023-05-12,08:10:18
Jasmine,116,131,Cloudy,Luxury Events,15196,3039.2000000000003,293,7,,2023-01-04,12:17:02,2023-01-06,09:17:02
Dahlia,142,10,Sunny,Corporate Events,1420,284.0,300,10,7.0,2023-09-07,11:21:23,2023-09-09,04:21:23
Poppy,192,16,Rainy,Special Events,3072,614.4000000000001,284,5,8.0,2023-04-11,23:51:27,2023-04-13,17:51:27
Rose,91,211,Sunny,Festivals,19201,3840.2,281,10,,2023-09-27,13:17:44,2023-09-29,20:17:44
Hibiscus,83,125,Windy,Festivals,10375,2075.0,273,6,,2023-04-04,15:01:41,2023-04-07,00:01:41
Dahlia,197,77,Cloudy,Special Events,15169,3033.8,300,7,8.0,2023-08-14,15:11:51,2023-08-16,06:11:51
Orchid,323,79,Cloudy,Weddings,25517,5103.400000000001,289,7,,2023-06-02,09:46:04,2023-06-02,22:46:04
Geranium,163,52,Windy,High-End Customers,8476,1695.2,264,6,9.0,2023-03-16,18:06:46,2023-03-18,01:06:46
Sunflower,128,184,Cloudy,Daily Consumers,23552,4710.400000000001,257,7,,2023-04-25,02:29:31,2023-04-27,16:29:31
Chrysanthemum,156,51,Sunny,Temple,7956,1591.2,269,10,6.0,2023-05-15,10:58:09,2023-05-16,12:58:09
Hibiscus,107,176,Sunny,High-End Customers,18832,3766.4,273,10,9.0,2023-08-13,11:49:39,2023-08-15,16:49:39
Chrysanthemum,131,157,Cloudy,Festivals,20567,4113.400000000001,269,7,,2023-01-02,07:54:36,2023-01-05,07:54:36
Sunflower,128,181,Cloudy,Festivals,23168,4633.6,257,7,,2023-01-27,10:30:12,2023-01-30,02:30:12
Daisy,123,176,Rainy,Corporate Events,21648,4329.6,285,5,7.0,2023-07-10,16:47:51,2023-07-12,12:47:51
Daisy,128,93,Rainy,Daily Consumers,11904,2380.8,285,5,,2023-05-13,19:36:40,2023-05-16,15:36:40
Rose,167,70,Windy,Special Events,11690,2338.0,281,6,8.0,2023-09-29,08:08:18,2023-10-02,05:08:18
Geranium,171,111,Sunny,Special Events,18981,3796.2,264,10,8.0,2023-02-24,14:21:40,2023-02-24,20:21:40
Daisy,154,185,Cloudy,Weddings,28490,5698.0,285,7,,2023-12-30,09:41:06,2023-12-31,19:41:06
Lily,194,75,Sunny,Festivals,14550,2910.0,280,10,,2023-08-25,16:29:09,2023-08-28,13:29:09
Rose,140,113,Windy,Temple,15820,3164.0,281,6,6.0,2023-06-05,03:24:26,2023-06-05,14:24:26
Geranium,160,64,Cloudy,Marriage,10240,2048.0,264,7,,2023-10-05,03:21:35,2023-10-06,16:21:35
Calla Lily,220,78,Cloudy,Daily Consumers,17160,3432.0,298,7,,2023-12-15,03:14:30,2023-12-15,22:14:30
Daisy,104,96,Cloudy,High-End Customers,9984,1996.8,285,7,9.0,2023-06-23,02:47:28,2023-06-23,18:47:28
Rose,168,200,Cloudy,Temple,33600,6720.0,281,7,6.0,2023-09-26,19:46:28,2023-09-28,21:46:28
Daisy,97,89,Cloudy,Daily Consumers,8633,1726.6,285,7,,2023-03-10,15:57:24,2023-03-12,22:57:24
Lily,195,10,Sunny,Weddings,1950,390.0,280,10,,2023-04-18,17:39:01,2023-04-19,23:39:01
Dahlia,160,103,Windy,Special Events,16480,3296.0,300,6,8.0,2023-12-24,14:40:18,2023-12-26,22:40:18
Dahlia,193,61,Cloudy,Weddings,11773,2354.6,300,7,,2023-11-16,22:45:23,2023-11-19,22:45:23
Carnation,174,180,Sunny,Daily Consumers,31320,6264.0,283,10,,2023-01-23,22:39:51,2023-01-24,21:39:51
Lily,157,125,Cloudy,Festivals,19625,3925.0,280,7,,2023-05-10,02:26:05,2023-05-11,16:26:05
Dahlia,179,74,Windy,Weddings,13246,2649.2000000000003,300,6,,2023-07-13,18:33:07,2023-07-14,15:33:07
Calla Lily,245,51,Windy,Marriage,12495,2499.0,298,6,,2023-02-24,00:34:42,2023-02-26,01:34:42
Gerbera,88,242,Rainy,Weddings,21296,4259.2,242,5,,2023-12-20,07:56:19,2023-12-22,03:56:19
Tulip,261,109,Rainy,Festivals,28449,5689.8,257,5,,2023-06-06,21:57:52,2023-06-07,14:57:52
Daisy,143,179,Windy,Temple,25597,5119.400000000001,285,6,6.0,2023-08-22,23:35:13,2023-08-25,02:35:13
Orchid,336,69,Sunny,Marriage,23184,4636.8,289,10,,2023-01-03,13:20:23,2023-01-06,03:20:23
Daisy,116,209,Windy,Luxury Events,24244,4848.8,285,6,,2023-11-03,03:07:37,2023-11-05,21:07:37
Lily,229,26,Cloudy,Special Events,5954,1190.8,280,7,8.0,2023-01-03,02:32:17,2023-01-05,10:32:17
Marigold,198,130,Sunny,Temple,25740,5148.0,284,10,6.0,2023-09-28,22:34:27,2023-10-01,19:34:27
Tulip,294,42,Rainy,Corporate Events,12348,2469.6000000000004,257,5,7.0,2023-11-14,02:28:49,2023-11-15,18:28:49
Poppy,246,10,Cloudy,Daily Consumers,2460,492.0,284,7,,2023-09-25,23:27:44,2023-09-26,03:27:44
Hibiscus,80,187,Sunny,Festivals,14960,2992.0,273,10,,2023-01-06,05:40:13,2023-01-07,04:40:13
Hibiscus,88,209,Cloudy,Special Events,18392,3678.4,273,7,8.0,2023-08-25,15:44:00,2023-08-28,00:44:00
Rose,92,100,Sunny,Marriage,9200,1840.0,281,10,,2023-07-12,20:50:59,2023-07-12,23:50:59
Zinnia,134,175,Cloudy,Festivals,23450,4690.0,277,7,,2023-04-27,23:45:54,2023-04-29,22:45:54
Tulip,269,17,Rainy,Marriage,4573,914.6,257,5,,2023-05-06,11:47:56,2023-05-09,06:47:56
Orchid,307,44,Sunny,Temple,13508,2701.6000000000004,289,10,6.0,2023-11-18,12:20:28,2023-11-20,19:20:28
Lily,228,72,Cloudy,Temple,16416,3283.2000000000003,280,7,6.0,2023-11-11,23:06:40,2023-11-14,05:06:40
Lavender,186,79,Cloudy,Daily Consumers,14694,2938.8,284,7,,2023-05-30,20:08:54,2023-06-02,03:08:54
