,MRP (₹),Qty Sold (kg),Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Weather_Cloudy,Weather_Rainy,Weather_Sunny,Weather_Windy,Customer Segment_Corporate Events,Customer Segment_Daily Consumers,Customer Segment_Festivals,Customer Segment_High-End Customers,Customer Segment_Luxury Events,Customer Segment_Marriage,Customer Segment_Special Events,Customer Segment_Temple,Customer Segment_Weddings,0
692,-0.017459493061926644,-1.5275340003821687,-1.5391432130832556,-1.5391432130832556,1.4999811886648393,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,0,0,1,0,0,0,0,3
694,-0.3348364275763575,2.4062918043192143,2.3837753612981554,2.383775361298155,-2.5276703039413966,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,1,0,0,0,0,0,0,6
695,-0.8109018293480038,0.6754084502506057,0.17837426661928502,0.17837426661928485,-0.0971909549548749,-1.0772884583535287,1.3338213000431673,0,1,0,0,0,0,1,0,0,0,0,0,0,17
696,-0.9378526031537762,-0.11135671068967089,-0.5372580165901069,-0.537258016590107,-0.3749600234104774,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,1,0,0,0,7
697,1.7915890336703293,-1.5275340003821687,-1.4200452856586268,-1.4200452856586268,0.7361162504119325,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,0,0,0,0,1,0,0,0,12
699,-0.6522133620907884,-0.17429792356489301,-0.4039519153674523,-0.40395191536745223,1.013885318867535,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,8
700,-0.27136104067347133,1.6982031594729652,1.7637348356269524,1.7637348356269522,-2.5276703039413966,1.611834802439346,0.15121927667576332,0,0,1,0,0,1,0,0,0,0,0,0,0,6
701,-0.8743772162508899,-0.5047392911598092,-0.8010494786490433,-0.8010494786490434,-0.0971909549548749,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,17
702,-0.06506603323909127,1.5880560369413266,1.9328747869431577,1.9328747869431575,0.38890491484242945,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,11
703,-0.8426395227994469,1.7768796755669929,1.017283351899784,1.0172833518997837,-0.3749600234104774,1.611834802439346,-0.08530112799771662,0,0,1,0,0,1,0,0,0,0,0,0,0,7
705,1.0140155441099736,-1.480328090725752,-1.3972704188353207,-1.3972704188353207,-1.4860362972328873,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,1,0,0,0,0,0,0,0,16
706,-0.6204756686393452,0.6911437534694113,0.3803183839103441,0.38031838391034384,0.31946264772852884,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,1
708,-1.2710983843939285,-0.44179807828458706,-0.9584885809551096,-0.9584885809551096,0.45834718195633006,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,0,0,0,1,4
709,0.966409003932809,-0.8981218716299475,-0.5006928634334227,-0.5006928634334227,0.38890491484242945,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,13
713,0.6649009161440997,0.6596731470318001,1.6133998202198991,1.6133998202198994,1.4999811886648393,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,3
714,0.15709782092101032,-0.22150383322130962,0.05050070243705208,0.05050070243705207,1.4999811886648393,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,1,0,0,0,0,0,0,3
716,-0.017459493061926644,1.3520264886592437,1.730094894722803,1.7300948947228028,0.38890491484242945,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,1,0,0,0,0,11
717,0.2205732078238965,-1.5275340003821687,-1.5234724331589624,-1.5234724331589622,1.4999811886648393,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,3
718,0.5538189890640489,-0.42606277506578155,0.012263999421776537,0.012263999421776393,1.4999811886648393,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,0,1,0,0,0,0,0,0,3
720,0.10949128074384569,0.80129087600105,1.2368832145722133,1.2368832145722133,0.11113584638682696,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,10
723,0.7125074563212643,-0.5991511104726424,-0.15353285217724608,-0.15353285217724602,0.38890491484242945,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,13
724,1.553556332784506,-1.5275340003821687,-1.4357160655829202,-1.43571606558292,0.7361162504119325,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,12
728,-0.7156887489936745,-1.0712102070368084,-1.2003409511200354,-1.2003409511200356,1.013885318867535,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,1,0,0,0,0,0,0,8
731,1.2837859384472399,-0.5362098975974202,0.21170079192494867,0.21170079192494862,0.38890491484242945,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,13
732,0.1412289741952888,0.06173162471718996,0.3811541588396397,0.38115415883963943,0.38890491484242945,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,9
733,-0.9537214498794977,-0.8194453555359198,-1.0742434086625556,-1.0742434086625556,-0.6527290918660799,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,1,0,0,0,0,0,0,2
735,2.10896596818476,-1.5275340003821687,-1.3991509124262358,-1.3991509124262358,0.7361162504119325,1.611834802439346,-0.5583419373446786,0,0,1,0,0,0,0,0,0,1,0,0,0,12
736,1.9185398074761015,-1.5275340003821687,-1.4116875363656705,-1.4116875363656705,0.7361162504119325,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,12
737,1.4424744057044552,0.045996321498384424,1.30458098384516,1.3045809838451599,-1.4860362972328873,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,16
739,-0.4459183546564083,1.005849817845522,0.8547251281517818,0.8547251281517817,-0.0971909549548749,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,0,0,0,0,0,0,1,17
740,0.47447475543544115,-1.4016515746317246,-1.3379303988553302,-1.33793039885533,1.4999811886648393,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,0,0,1,0,0,0,0,3
741,-1.2710983843939285,0.9114379985326887,-0.1319071758817214,-0.13190717588172152,0.18057811350072758,1.611834802439346,-0.7948623420181596,0,0,1,0,0,0,0,0,0,0,0,0,1,14
742,1.0298843908356952,0.09320223115480103,1.0800709434631188,1.080070943463119,0.38890491484242945,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,13
745,-0.35070527430207904,0.9743792114079108,0.9305717029853612,0.930571702985361,0.45834718195633006,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,4
746,0.9346713104813659,-1.212827936006058,-0.9938000717178503,-0.9938000717178503,1.3610966544370382,1.611834802439346,1.0973008953696874,0,0,1,0,0,1,0,0,0,0,0,0,0,0
747,-0.017459493061926644,1.2261440629087994,1.5871773818132486,1.5871773818132482,0.31946264772852884,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,1,0,0,0,0,0,0,0,1
748,-0.5411314350107376,0.32923177943688403,0.1276009396645749,0.1276009396645748,-0.3749600234104774,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,7
751,-0.28722988739919286,1.005849817845522,1.033372019288725,1.0333720192887248,0.18057811350072758,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,1,0,0,0,0,14
752,-0.14441026686769898,1.273349972565216,1.4836457624467512,1.483645762446751,-0.999940427435583,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,5
756,-1.0648033769595484,0.565261327718967,-0.149145033798444,-0.1491450337984441,-1.4860362972328873,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,15
758,-1.7312949394398534,1.8398208884422151,-0.24348312894268936,-0.24348312894268942,-0.3749600234104774,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,7
759,1.2996547851729614,-0.9610630845051696,-0.4971408199839162,-0.4971408199839161,0.38890491484242945,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,1,0,0,0,13
760,0.5538189890640489,-0.8037100523171143,-0.5067522316708161,-0.5067522316708161,0.11113584638682696,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,1,0,0,0,0,0,0,0,10
762,0.9822778506585306,-1.2285632392248638,-1.0088440204451719,-1.0088440204451719,0.38890491484242945,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,1,0,0,0,0,0,0,13
763,1.2361793982700753,0.32923177943688403,1.625309612962362,1.6253096129623619,1.3610966544370382,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,1,0,0,0,0,0
764,-0.6204756686393452,-0.12709201390847644,-0.34220904246573686,-0.3422090424657369,-0.999940427435583,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,0,1,0,0,0,5
765,0.1888355143724534,0.12467283759241209,0.49283458376676964,0.4928345837667695,1.4999811886648393,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,3
766,0.5062124488868842,-0.20576853000250409,0.2855624013014509,0.2855624013014506,0.31946264772852884,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,1,0,0,0,0,1
772,2.220047895264811,-0.7250335362230866,0.2705184525741294,0.2705184525741292,0.7361162504119325,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,12
773,-0.17614796031914207,-1.4960633939445578,-1.5159504587953017,-1.5159504587953014,0.11113584638682696,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,0,0,1,0,0,0,0,10
776,-0.8109018293480038,-1.1341514199120304,-1.275351751024319,-1.275351751024319,-0.999940427435583,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,1,0,0,0,5
779,-0.6204756686393452,0.6911437534694113,0.3803183839103441,0.38031838391034384,0.31946264772852884,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,1
780,-0.7632952891708391,0.6911437534694113,0.2383411177962472,0.23834111779624714,-0.0971909549548749,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,17
781,0.07775358729240262,1.7296737659105763,2.2948698031943318,2.2948698031943318,0.38890491484242945,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,1,0,0,0,11
782,-0.5570002817364591,-0.28444504609653176,-0.44396464010748105,-0.4439646401074812,-0.3749600234104774,1.611834802439346,-0.7948623420181596,0,0,1,0,0,1,0,0,0,0,0,0,0,7
783,-0.6522133620907884,-0.8981218716299475,-1.0334993808593933,-1.0334993808593933,0.31946264772852884,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,1
784,0.5538189890640489,0.030261018279578895,0.6394086119919925,0.6394086119919925,0.31946264772852884,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,1,0,0,0,0,0,0,0,1
785,0.15709782092101032,0.8170261792198555,1.3054167587744558,1.3054167587744556,0.38890491484242945,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,1,0,0,0,11
786,0.23644205454961803,1.1317322435959662,1.7791966718189218,1.7791966718189216,0.31946264772852884,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,1,0,0,0,0,0,0,1
787,0.8235893834013152,-0.8509159619735309,-0.47750010914546864,-0.47750010914546864,0.38890491484242945,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,1,0,0,0,0,9
792,-0.06506603323909127,-0.6306217169102535,-0.5418547787012329,-0.5418547787012329,-0.999940427435583,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,1,0,0,0,0,5
794,-0.36657412102780057,0.5967319341565781,0.5393245642088397,0.5393245642088395,-2.5276703039413966,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,6
795,-0.3824429677535221,-0.34738625897175385,-0.40353402790280446,-0.40353402790280457,0.45834718195633006,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,4
796,-0.6680822088165099,-0.8666512651923365,-1.0115602889653827,-1.0115602889653827,0.31946264772852884,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,1
799,-0.6522133620907884,0.7383496631258278,0.389825323731082,0.3898253237310819,-2.5276703039413966,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,6
800,-1.0330656835081053,0.15614344403002314,-0.4099068117386837,-0.4099068117386837,-2.5276703039413966,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,6
802,0.2840485947267827,-0.04841549781444877,0.34657397114003263,0.3465739711400324,0.38890491484242945,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,0,0,0,0,1,13
803,0.5379501423383274,-0.09562140747086537,0.4558515431454376,0.4558515431454373,0.11113584638682696,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,0,0,0,0,1,10
804,0.1412289741952888,1.4936442176284934,2.101910266393201,2.101910266393201,0.31946264772852884,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,1,0,0,0,0,0,0,1
808,0.046015893840959526,1.7768796755669929,2.30437674301507,2.304376743015069,0.38890491484242945,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,1,0,0,0,0,11
809,-0.28722988739919286,1.1002616371583551,1.1299040236223714,1.1299040236223714,-2.5276703039413966,-0.0016391540363787948,-0.7948623420181596,1,0,0,0,0,0,0,0,0,1,0,0,0,6
813,-1.4615245451025871,0.533790721281356,-0.539347453913346,-0.539347453913346,-2.5276703039413966,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,1,0,0,0,0,0,0,0,6
814,-1.2710983843939285,-0.7879747490983088,-1.1699396380669065,-1.1699396380669067,1.013885318867535,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,8
815,2.696113297036457,-0.7722394458795032,0.3545138329683412,0.35451383296834094,0.7361162504119325,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,12
816,0.5696878357897704,-0.12709201390847644,0.4334945637867792,0.4334945637867793,0.11113584638682696,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,10
819,-0.3348364275763575,0.10893753437360655,0.08058859989169512,0.08058859989169506,-0.999940427435583,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,1,0,0,0,0,0,0,0,5
821,-1.0489345302338269,-0.11135671068967089,-0.6103883229034754,-0.6103883229034754,-0.3749600234104774,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,7
822,2.0137528878304307,-1.5275340003821687,-1.4054192243959531,-1.4054192243959531,0.7361162504119325,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,1,0,0,0,0,0,0,12
823,-0.9378526031537762,-1.0397396005991972,-1.233771948291861,-1.233771948291861,1.013885318867535,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,8
824,-0.23962334722202824,0.8799673920950776,0.9557494227303923,0.9557494227303925,0.45834718195633006,1.611834802439346,-1.2679031513651207,0,0,1,0,0,0,0,0,1,0,0,0,0,4
825,-0.5411314350107376,0.2820258697804674,0.08434958707352551,0.08434958707352536,-1.4860362972328873,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,0,0,0,1,0,0,0,15
826,0.8077205366755935,-0.6148864136914479,-0.13357872574031268,-0.1335787257403127,0.38890491484242945,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,9
828,-0.6839510555422315,1.4936442176284934,1.0045377842280254,1.0045377842280252,0.45834718195633006,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,0,0,1,0,0,0,0,4
834,-1.0965410704109915,-0.5834158072538369,-0.964547949192503,-0.964547949192503,0.45834718195633006,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,4
835,0.1412289741952888,0.47084950840613377,0.8727987609978001,0.8727987609978001,-0.999940427435583,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,0,0,0,1,0,0,0,5
836,1.2679170917215183,-1.5275340003821687,-1.454521001492072,-1.454521001492072,0.38890491484242945,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,13
838,-0.9219837564280545,-0.7722394458795032,-1.0270221251573521,-1.027022125157352,-0.999940427435583,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,5
839,-0.7474264424451176,-0.410327471846976,-0.6600124593304041,-0.6600124593304041,0.18057811350072758,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,14
841,-0.17614796031914207,-1.0712102070368084,-1.061811256589283,-1.061811256589283,0.11113584638682696,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,0,0,0,0,1,10
844,-0.7632952891708391,-0.6306217169102535,-0.8498378401466763,-0.8498378401466764,-0.0971909549548749,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,17
845,0.7442451497727074,0.4236435987497172,1.3480412801685335,1.3480412801685335,0.38890491484242945,1.611834802439346,0.8607804906962053,0,0,1,0,0,0,0,0,0,1,0,0,0,9
846,-0.4935248948335729,0.030261018279578895,-0.1121619931771119,-0.11216199317711194,-1.4860362972328873,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,15
847,-0.03332833978764819,0.2820258697804674,0.5022370517213456,0.5022370517213454,0.11113584638682696,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,10
848,-0.09680372669053436,0.45511420518732826,0.640766746252098,0.6407667462520976,0.38890491484242945,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,11
849,-0.5093937415592945,0.9114379985326887,0.6955100041209624,0.6955100041209622,-0.3749600234104774,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,7
850,-0.03332833978764819,1.745409069129382,2.1539372557418544,2.153937255741854,0.18057811350072758,-1.0772884583535287,1.3338213000431673,0,1,0,0,0,0,0,0,0,1,0,0,0,14
851,1.4107367122530121,0.1404081408112176,1.4452001156991516,1.4452001156991516,1.3610966544370382,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,0
852,-0.3824429677535221,1.6982031594729652,1.6065046770532103,1.6065046770532099,0.38890491484242945,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,11
854,1.8391955738474939,-0.5676805040350313,0.4184506150594577,0.4184506150594574,0.7361162504119325,-0.5394638061949537,-1.0313827466916408,0,0,0,1,0,0,0,0,0,1,0,0,0,12
855,-1.112409917136713,1.2261440629087994,0.2535940102558926,0.25359401025589245,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,15
856,0.39513052180683345,0.7540849663446334,1.472258329035098,1.4722583290350977,0.38890491484242945,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,11
857,0.7601139964984289,-1.4488574842881412,-1.373032945885747,-1.373032945885747,-1.4860362972328873,-0.0016391540363787948,0.8607804906962053,1,0,0,0,0,0,1,0,0,0,0,0,0,16
859,-1.2393606909424855,1.1317322435959662,0.040053515820856575,0.04005351582085657,0.45834718195633006,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,4
861,-0.16027911359342054,0.6754084502506057,0.8208762435153084,0.8208762435153082,-0.6527290918660799,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,2
863,0.014278200389516441,0.15614344403002314,0.396824938763933,0.3968249387639327,0.38890491484242945,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,0,0,0,1,0,0,0,9
864,-1.1758853040395993,1.7296737659105763,0.5039086015799369,0.5039086015799366,0.45834718195633006,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,1,0,0,0,0,0,0,4
865,0.9346713104813659,-1.5275340003821687,-1.4764600933860825,-1.4764600933860825,0.38890491484242945,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,13
867,1.2520482449957968,-1.3544456649753078,-1.1671188976805338,-1.1671188976805336,1.3610966544370382,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,0
871,-0.7950329826222823,-0.48900398794100364,-0.7491269611665516,-0.7491269611665516,1.013885318867535,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,1,0,0,0,0,0,0,0,8
873,-1.0171968367823838,1.808350282004604,0.787027358878835,0.7870273588788347,-0.3749600234104774,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,1,0,0,0,0,0,0,7
876,0.17296666764673185,0.832761482438661,1.3411461370018445,1.341146137001844,0.38890491484242945,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,1,0,0,0,0,0,0,11
877,-0.525262588285016,-0.5676805040350313,-0.6867572570678645,-0.6867572570678646,0.31946264772852884,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,1
878,0.014278200389516441,-1.5275340003821687,-1.5370537757600164,-1.5370537757600164,0.38890491484242945,-1.0772884583535287,-0.7948623420181596,0,1,0,0,0,0,0,0,1,0,0,0,0,9
879,-0.8743772162508899,0.31349647621807847,-0.16544264491970895,-0.16544264491970898,-0.6527290918660799,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,2
880,0.9029336170299228,-1.5275340003821687,-1.4785495307093217,-1.4785495307093217,0.38890491484242945,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,13
882,1.0457532375614167,-1.41738687785053,-1.2950969337289286,-1.2950969337289284,-1.4860362972328873,-1.0772884583535287,-0.5583419373446786,0,1,0,0,0,0,0,0,0,0,0,0,1,16
883,-1.2710983843939285,0.9743792114079108,-0.09346152913412195,-0.0934615291341219,-0.0971909549548749,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,17
884,1.1409663179157459,-0.28444504609653176,0.5509209413528167,0.5509209413528163,0.38890491484242945,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,13
885,0.9505401572070874,-0.42606277506578155,0.2212077317456866,0.22120773174568642,0.38890491484242945,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,0,0,0,1,0,0,0,13
886,-0.4935248948335729,1.336291185440438,1.1104722565162477,1.1104722565162477,0.18057811350072758,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,0,0,1,14
887,-1.28696723111965,1.808350282004604,0.39275053598361676,0.3927505359836166,-0.3749600234104774,-0.5394638061949537,0.8607804906962053,0,0,0,1,0,0,0,0,0,0,0,0,1,7
