Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score
Tulip,243,28,Sunny,Weddings,6804,1360.8000000000002,257,10,
Jasmine,119,153,Rainy,Corporate Events,18207,3641.4,293,5,7.0
Hibiscus,67,238,Sunny,Weddings,15946,3189.2000000000003,273,10,
Gerbera,95,179,Sunny,Luxury Events,17005,3401.0,242,10,
Geranium,147,70,Cloudy,Corporate Events,10290,2058.0,264,7,7.0
Rose,104,119,Cloudy,Weddings,12376,2475.2000000000003,281,7,
Chrysanthemum,185,112,Windy,Luxury Events,20720,4144.0,269,6,
Hibiscus,72,82,Windy,Festivals,5904,1180.8,273,6,
Tulip,239,78,Windy,Marriage,18642,3728.4,257,6,
Lily,167,122,Sunny,Marriage,20374,4074.8,280,10,
Marigold,200,176,Rainy,High-End Customers,35200,7040.0,284,5,9.0
Daisy,113,133,Sunny,Corporate Events,15029,3005.8,285,10,7.0
Geranium,159,189,Rainy,Special Events,30051,6010.200000000001,264,5,8.0
Sunflower,131,57,Windy,Special Events,7467,1493.4,257,6,8.0
Carnation,180,157,Sunny,Marriage,28260,5652.0,283,10,
Carnation,172,76,Cloudy,Luxury Events,13072,2614.4,283,7,
Dahlia,149,10,Cloudy,High-End Customers,1490,298.0,300,7,9.0
Calla Lily,239,16,Windy,Corporate Events,3824,764.8000000000001,298,6,7.0
Geranium,124,40,Sunny,Special Events,4960,992.0,264,10,8.0
Calla Lily,243,100,Rainy,Special Events,24300,4860.0,298,5,8.0
Hibiscus,79,140,Sunny,Festivals,11060,2212.0,273,10,
Lily,209,60,Cloudy,Weddings,12540,2508.0,280,7,
Rose,157,223,Rainy,Corporate Events,35011,7002.200000000001,281,5,7.0
Rose,154,229,Windy,Luxury Events,35266,7053.200000000001,281,6,
Daisy,154,125,Rainy,Weddings,19250,3850.0,285,5,
Marigold,146,162,Cloudy,High-End Customers,23652,4730.400000000001,284,7,9.0
Lily,186,19,Cloudy,High-End Customers,3534,706.8000000000001,280,7,9.0
Geranium,144,170,Sunny,Corporate Events,24480,4896.0,264,10,7.0
Chrysanthemum,178,65,Rainy,Festivals,11570,2314.0,269,5,
Chrysanthemum,126,70,Windy,Luxury Events,8820,1764.0,269,6,
Orchid,339,102,Windy,Corporate Events,34578,6915.6,289,6,7.0
Carnation,195,193,Sunny,Festivals,37635,7527.0,283,10,
Gerbera,154,127,Sunny,Temple,19558,3911.6000000000004,242,10,6.0
Dahlia,175,37,Windy,Corporate Events,6475,1295.0,300,6,7.0
Calla Lily,271,81,Rainy,Temple,21951,4390.2,298,5,6.0
Marigold,158,184,Sunny,Daily Consumers,29072,5814.400000000001,284,10,
Lily,186,70,Windy,Temple,13020,2604.0,280,6,6.0
Daisy,113,90,Windy,Daily Consumers,10170,2034.0,285,6,
Marigold,184,125,Windy,Special Events,23000,4600.0,284,6,8.0
Gerbera,147,207,Sunny,Special Events,30429,6085.8,242,10,8.0
Lavender,247,10,Cloudy,Daily Consumers,2470,494.0,284,7,
Lavender,200,94,Cloudy,Weddings,18800,3760.0,284,7,
Lavender,240,38,Cloudy,Weddings,9120,1824.0,284,7,
Zinnia,137,126,Sunny,Marriage,17262,3452.4,277,10,
Orchid,308,10,Cloudy,Temple,3080,616.0,289,7,6.0
Orchid,334,22,Cloudy,Marriage,7348,1469.6000000000001,289,7,
Zinnia,110,127,Sunny,Temple,13970,2794.0,277,10,6.0
Zinnia,116,116,Sunny,Corporate Events,13456,2691.2000000000003,277,10,7.0
Lily,172,44,Cloudy,Daily Consumers,7568,1513.6000000000001,280,7,
Chrysanthemum,186,68,Sunny,Special Events,12648,2529.6000000000004,269,10,8.0
Carnation,154,124,Sunny,Luxury Events,19096,3819.2000000000003,283,10,
Geranium,167,92,Windy,Daily Consumers,15364,3072.8,264,6,
Hibiscus,87,122,Sunny,Luxury Events,10614,2122.8,273,10,
Poppy,218,10,Cloudy,Special Events,2180,436.0,284,7,8.0
Hibiscus,95,107,Cloudy,Daily Consumers,10165,2033.0,273,7,
Zinnia,113,62,Rainy,Marriage,7006,1401.2,277,5,
Jasmine,96,29,Cloudy,Corporate Events,2784,556.8000000000001,293,7,7.0
Hibiscus,122,131,Sunny,High-End Customers,15982,3196.4,273,10,9.0
Jasmine,109,95,Windy,Temple,10355,2071.0,293,6,6.0
Dahlia,174,147,Cloudy,Luxury Events,25578,5115.6,300,7,
Orchid,303,10,Rainy,Luxury Events,3030,606.0,289,5,
Dahlia,181,123,Rainy,Corporate Events,22263,4452.6,300,5,7.0
Chrysanthemum,181,148,Rainy,Festivals,26788,5357.6,269,5,
Poppy,212,120,Rainy,Weddings,25440,5088.0,284,5,
Calla Lily,233,47,Windy,High-End Customers,10951,2190.2000000000003,298,6,9.0
Jasmine,99,48,Windy,Festivals,4752,950.4000000000001,293,6,
Marigold,142,222,Sunny,Weddings,31524,6304.8,284,10,
Dahlia,162,62,Windy,Luxury Events,10044,2008.8000000000002,300,6,
Dahlia,218,68,Rainy,Weddings,14824,2964.8,300,5,
Tulip,227,86,Windy,Temple,19522,3904.4,257,6,6.0
Jasmine,127,52,Sunny,Luxury Events,6604,1320.8000000000002,293,10,
Calla Lily,283,109,Cloudy,Temple,30847,6169.400000000001,298,7,6.0
Orchid,319,41,Cloudy,Special Events,13079,2615.8,289,7,8.0
Poppy,190,44,Rainy,Special Events,8360,1672.0,284,5,8.0
Lavender,198,111,Rainy,Festivals,21978,4395.6,284,5,
Dahlia,173,27,Sunny,Luxury Events,4671,934.2,300,10,
Zinnia,84,76,Windy,Marriage,6384,1276.8000000000002,277,6,
Daisy,129,199,Rainy,Special Events,25671,5134.200000000001,285,5,8.0
Carnation,151,102,Rainy,High-End Customers,15402,3080.4,283,5,9.0
Orchid,343,71,Rainy,Temple,24353,4870.6,289,5,6.0
Tulip,242,10,Rainy,Festivals,2420,484.0,257,5,
Marigold,149,193,Windy,Festivals,28757,5751.400000000001,284,6,
Carnation,208,106,Cloudy,Marriage,22048,4409.6,283,7,
Jasmine,80,128,Rainy,Corporate Events,10240,2048.0,293,5,7.0
Geranium,158,116,Windy,Festivals,18328,3665.6000000000004,264,6,
Poppy,229,10,Sunny,Special Events,2290,458.0,284,10,8.0
Poppy,229,10,Sunny,Luxury Events,2290,458.0,284,10,
Tulip,262,69,Rainy,High-End Customers,18078,3615.6000000000004,257,5,9.0
Zinnia,97,121,Sunny,Corporate Events,11737,2347.4,277,10,7.0
Lavender,225,46,Cloudy,High-End Customers,10350,2070.0,284,7,9.0
Geranium,149,112,Cloudy,Marriage,16688,3337.6000000000004,264,7,
Lily,195,117,Sunny,Daily Consumers,22815,4563.0,280,10,
Gerbera,157,170,Cloudy,Daily Consumers,26690,5338.0,242,7,
Calla Lily,246,103,Sunny,Temple,25338,5067.6,298,10,6.0
Jasmine,148,114,Sunny,Daily Consumers,16872,3374.4,293,10,
Marigold,146,244,Windy,Festivals,35624,7124.8,284,6,
Hibiscus,89,98,Windy,Weddings,8722,1744.4,273,6,
Dahlia,204,32,Sunny,Special Events,6528,1305.6000000000001,300,10,8.0
Lily,172,129,Cloudy,Festivals,22188,4437.6,280,7,
Dahlia,165,67,Cloudy,Weddings,11055,2211.0,300,7,
Rose,131,163,Windy,Corporate Events,21353,4270.6,281,6,7.0
Lily,180,88,Cloudy,Luxury Events,15840,3168.0,280,7,
Dahlia,145,100,Windy,Weddings,14500,2900.0,300,6,
Marigold,128,181,Sunny,Daily Consumers,23168,4633.6,284,10,
Dahlia,143,58,Cloudy,Weddings,8294,1658.8000000000002,300,7,
Rose,169,181,Windy,Special Events,30589,6117.8,281,6,8.0
Calla Lily,226,118,Sunny,Festivals,26668,5333.6,298,10,
Lily,156,64,Sunny,Weddings,9984,1996.8000000000002,280,10,
Geranium,116,190,Sunny,Marriage,22040,4408.0,264,10,
Calla Lily,235,79,Cloudy,Weddings,18565,3713.0,298,7,
Poppy,240,26,Sunny,Marriage,6240,1248.0,284,10,
Lily,184,10,Rainy,Marriage,1840,368.0,280,5,
Chrysanthemum,155,45,Windy,Festivals,6975,1395.0,269,6,
Poppy,202,42,Rainy,Luxury Events,8484,1696.8000000000002,284,5,
Lavender,230,67,Cloudy,Special Events,15410,3082.0,284,7,8.0
Lavender,213,84,Sunny,Daily Consumers,17892,3578.4,284,10,
Geranium,124,160,Sunny,Temple,19840,3968.0,264,10,6.0
Dahlia,191,10,Rainy,Daily Consumers,1910,382.0,300,5,
Hibiscus,130,112,Sunny,Daily Consumers,14560,2912.0,273,10,
Calla Lily,244,131,Cloudy,Festivals,31964,6392.8,298,7,
Dahlia,200,41,Cloudy,Special Events,8200,1640.0,300,7,8.0
Zinnia,100,193,Windy,High-End Customers,19300,3860.0,277,6,9.0
Gerbera,97,204,Windy,Marriage,19788,3957.6000000000004,242,6,
Orchid,325,10,Windy,High-End Customers,3250,650.0,289,6,9.0
Gerbera,160,198,Rainy,Corporate Events,31680,6336.0,242,5,7.0
Dahlia,163,96,Cloudy,Corporate Events,15648,3129.6000000000004,300,7,7.0
Lavender,218,10,Rainy,Festivals,2180,436.0,284,5,
Hibiscus,74,182,Sunny,Luxury Events,13468,2693.6000000000004,273,10,
Tulip,260,11,Rainy,Temple,2860,572.0,257,5,6.0
Tulip,239,98,Rainy,High-End Customers,23422,4684.400000000001,257,5,9.0
Jasmine,128,22,Windy,Special Events,2816,563.2,293,6,8.0
Gerbera,84,166,Sunny,Weddings,13944,2788.8,242,10,
Orchid,338,10,Rainy,Temple,3380,676.0,289,5,6.0
Gerbera,97,228,Cloudy,Luxury Events,22116,4423.2,242,7,
Calla Lily,274,10,Windy,Special Events,2740,548.0,298,6,8.0
Carnation,194,72,Sunny,Weddings,13968,2793.6000000000004,283,10,
Lavender,246,63,Windy,Temple,15498,3099.6000000000004,284,6,6.0
Calla Lily,268,19,Cloudy,Special Events,5092,1018.4000000000001,298,7,8.0
Gerbera,133,199,Windy,Temple,26467,5293.400000000001,242,6,6.0
Jasmine,140,169,Rainy,Temple,23660,4732.0,293,5,6.0
Orchid,332,38,Windy,Weddings,12616,2523.2000000000003,289,6,
Rose,122,126,Sunny,Corporate Events,15372,3074.4,281,10,7.0
Orchid,348,10,Cloudy,High-End Customers,3480,696.0,289,7,9.0
Dahlia,148,81,Windy,Luxury Events,11988,2397.6,300,6,
Orchid,289,95,Windy,Luxury Events,27455,5491.0,289,6,
Lily,222,58,Sunny,Marriage,12876,2575.2000000000003,280,10,
Dahlia,190,71,Sunny,Marriage,13490,2698.0,300,10,
Calla Lily,239,97,Sunny,Marriage,23183,4636.6,298,10,
Lily,150,99,Cloudy,Daily Consumers,14850,2970.0,280,7,
Orchid,325,10,Sunny,Marriage,3250,650.0,289,10,
Tulip,225,25,Sunny,Weddings,5625,1125.0,257,10,
Jasmine,79,60,Windy,Corporate Events,4740,948.0,293,6,7.0
Carnation,157,104,Cloudy,Corporate Events,16328,3265.6000000000004,283,7,7.0
Orchid,327,74,Windy,High-End Customers,24198,4839.6,289,6,9.0
Rose,98,83,Windy,Festivals,8134,1626.8000000000002,281,6,
Zinnia,138,86,Sunny,Special Events,11868,2373.6,277,10,8.0
Calla Lily,265,116,Sunny,Luxury Events,30740,6148.0,298,10,
Chrysanthemum,124,108,Rainy,High-End Customers,13392,2678.4,269,5,9.0
Rose,104,140,Sunny,Marriage,14560,2912.0,281,10,
Rose,108,215,Rainy,High-End Customers,23220,4644.0,281,5,9.0
Poppy,253,10,Windy,Festivals,2530,506.0,284,6,
Marigold,162,185,Rainy,Corporate Events,29970,5994.0,284,5,7.0
Sunflower,141,43,Windy,Marriage,6063,1212.6000000000001,257,6,
Gerbera,151,223,Sunny,Temple,33673,6734.6,242,10,6.0
Hibiscus,92,175,Rainy,Luxury Events,16100,3220.0,273,5,
Dahlia,155,119,Cloudy,Daily Consumers,18445,3689.0,300,7,
Marigold,135,172,Windy,High-End Customers,23220,4644.0,284,6,9.0
Hibiscus,87,138,Sunny,Daily Consumers,12006,2401.2000000000003,273,10,
Sunflower,156,179,Windy,Weddings,27924,5584.8,257,6,
Jasmine,142,36,Cloudy,Corporate Events,5112,1022.4000000000001,293,7,7.0
Zinnia,136,209,Windy,Special Events,28424,5684.8,277,6,8.0
Lily,167,29,Sunny,High-End Customers,4843,968.6,280,10,9.0
Marigold,188,168,Windy,Daily Consumers,31584,6316.8,284,6,
Lavender,173,98,Rainy,Festivals,16954,3390.8,284,5,
Rose,122,89,Rainy,Corporate Events,10858,2171.6,281,5,7.0
Poppy,207,10,Windy,Luxury Events,2070,414.0,284,6,
Rose,109,131,Sunny,Weddings,14279,2855.8,281,10,
Geranium,118,147,Rainy,Daily Consumers,17346,3469.2000000000003,264,5,
Sunflower,101,128,Windy,Festivals,12928,2585.6000000000004,257,6,
Tulip,289,55,Sunny,Special Events,15895,3179.0,257,10,8.0
Orchid,274,10,Rainy,Weddings,2740,548.0,289,5,
Poppy,207,39,Windy,Temple,8073,1614.6000000000001,284,6,6.0
Tulip,248,50,Windy,Corporate Events,12400,2480.0,257,6,7.0
Zinnia,85,165,Sunny,Temple,14025,2805.0,277,10,6.0
Chrysanthemum,119,146,Windy,Weddings,17374,3474.8,269,6,
Calla Lily,247,31,Cloudy,Festivals,7657,1531.4,298,7,
Dahlia,164,116,Sunny,Daily Consumers,19024,3804.8,300,10,
Chrysanthemum,150,162,Rainy,Marriage,24300,4860.0,269,5,
Rose,102,144,Cloudy,Festivals,14688,2937.6000000000004,281,7,
Marigold,199,138,Cloudy,High-End Customers,27462,5492.400000000001,284,7,9.0
Gerbera,108,187,Rainy,Special Events,20196,4039.2000000000003,242,5,8.0
Jasmine,76,58,Sunny,Temple,4408,881.6,293,10,6.0
Calla Lily,280,61,Cloudy,High-End Customers,17080,3416.0,298,7,9.0
Gerbera,83,120,Cloudy,Special Events,9960,1992.0,242,7,8.0
Marigold,181,236,Sunny,Daily Consumers,42716,8543.2,284,10,
Orchid,310,107,Cloudy,Daily Consumers,33170,6634.0,289,7,
Tulip,245,61,Cloudy,Special Events,14945,2989.0,257,7,8.0
Sunflower,176,137,Windy,Weddings,24112,4822.400000000001,257,6,
Daisy,141,82,Sunny,Marriage,11562,2312.4,285,10,
Chrysanthemum,131,128,Rainy,Daily Consumers,16768,3353.6000000000004,269,5,
Chrysanthemum,118,152,Cloudy,Temple,17936,3587.2000000000003,269,7,6.0
Gerbera,119,218,Rainy,Corporate Events,25942,5188.400000000001,242,5,7.0
Geranium,148,64,Sunny,Temple,9472,1894.4,264,10,6.0
Chrysanthemum,189,22,Rainy,Temple,4158,831.6,269,5,6.0
Sunflower,156,73,Sunny,Marriage,11388,2277.6,257,10,
Daisy,87,65,Rainy,Luxury Events,5655,1131.0,285,5,
Lavender,208,10,Windy,Temple,2080,416.0,284,6,6.0
Lily,204,133,Sunny,Marriage,27132,5426.400000000001,280,10,
Orchid,280,10,Sunny,Daily Consumers,2800,560.0,289,10,
Marigold,140,154,Rainy,Temple,21560,4312.0,284,5,6.0
Poppy,266,10,Sunny,Marriage,2660,532.0,284,10,
Lily,223,66,Sunny,High-End Customers,14718,2943.6000000000004,280,10,9.0
Dahlia,150,27,Sunny,Weddings,4050,810.0,300,10,
Geranium,140,169,Rainy,High-End Customers,23660,4732.0,264,5,9.0
Tulip,276,14,Cloudy,Corporate Events,3864,772.8000000000001,257,7,7.0
Zinnia,137,177,Sunny,Special Events,24249,4849.8,277,10,8.0
Hibiscus,76,114,Windy,Daily Consumers,8664,1732.8000000000002,273,6,
Dahlia,151,10,Sunny,Daily Consumers,1510,302.0,300,10,
Chrysanthemum,128,108,Cloudy,Special Events,13824,2764.8,269,7,8.0
Geranium,133,70,Windy,High-End Customers,9310,1862.0,264,6,9.0
Sunflower,164,191,Sunny,Daily Consumers,31324,6264.8,257,10,
Carnation,209,176,Windy,High-End Customers,36784,7356.8,283,6,9.0
Marigold,173,137,Windy,Temple,23701,4740.2,284,6,6.0
Jasmine,141,98,Windy,Luxury Events,13818,2763.6000000000004,293,6,
Rose,102,81,Sunny,Daily Consumers,8262,1652.4,281,10,
Carnation,188,76,Rainy,Temple,14288,2857.6000000000004,283,5,6.0
Poppy,254,44,Cloudy,Corporate Events,11176,2235.2000000000003,284,7,7.0
Hibiscus,63,94,Windy,Luxury Events,5922,1184.4,273,6,
Marigold,194,121,Windy,Corporate Events,23474,4694.8,284,6,7.0
Marigold,196,219,Windy,Special Events,42924,8584.800000000001,284,6,8.0
Hibiscus,133,176,Windy,Daily Consumers,23408,4681.6,273,6,
Hibiscus,137,147,Cloudy,Temple,20139,4027.8,273,7,6.0
Marigold,163,172,Sunny,Marriage,28036,5607.200000000001,284,10,
Calla Lily,258,124,Cloudy,Weddings,31992,6398.400000000001,298,7,
Gerbera,149,245,Sunny,Weddings,36505,7301.0,242,10,
Tulip,297,94,Rainy,Luxury Events,27918,5583.6,257,5,
Jasmine,78,87,Rainy,Weddings,6786,1357.2,293,5,
Carnation,156,103,Windy,Special Events,16068,3213.6000000000004,283,6,8.0
Jasmine,146,44,Sunny,Corporate Events,6424,1284.8000000000002,293,10,7.0
Gerbera,96,186,Rainy,Marriage,17856,3571.2000000000003,242,5,
Daisy,126,118,Cloudy,Corporate Events,14868,2973.6000000000004,285,7,7.0
Daisy,106,114,Sunny,Festivals,12084,2416.8,285,10,
Poppy,234,59,Windy,Corporate Events,13806,2761.2000000000003,284,6,7.0
Tulip,228,56,Sunny,Daily Consumers,12768,2553.6000000000004,257,10,
Orchid,327,95,Cloudy,Special Events,31065,6213.0,289,7,8.0
Rose,166,87,Rainy,Luxury Events,14442,2888.4,281,5,
Marigold,173,237,Sunny,Special Events,41001,8200.2,284,10,8.0
Jasmine,146,163,Sunny,Daily Consumers,23798,4759.6,293,10,
Rose,165,199,Rainy,Weddings,32835,6567.0,281,5,
Dahlia,165,113,Rainy,Corporate Events,18645,3729.0,300,5,7.0
Daisy,87,121,Cloudy,High-End Customers,10527,2105.4,285,7,9.0
Dahlia,217,73,Windy,Weddings,15841,3168.2000000000003,300,6,
Sunflower,140,77,Sunny,High-End Customers,10780,2156.0,257,10,9.0
Lavender,219,122,Windy,Daily Consumers,26718,5343.6,284,6,
Poppy,262,59,Sunny,Festivals,15458,3091.6000000000004,284,10,
Daisy,134,169,Sunny,Luxury Events,22646,4529.2,285,10,
Zinnia,150,90,Windy,Corporate Events,13500,2700.0,277,6,7.0
Marigold,191,159,Windy,Daily Consumers,30369,6073.8,284,6,
Orchid,332,17,Rainy,Luxury Events,5644,1128.8,289,5,
Lily,221,30,Sunny,Festivals,6630,1326.0,280,10,
Dahlia,168,73,Windy,Luxury Events,12264,2452.8,300,6,
Zinnia,108,170,Windy,Corporate Events,18360,3672.0,277,6,7.0
Calla Lily,244,33,Windy,Daily Consumers,8052,1610.4,298,6,
Poppy,255,108,Windy,Luxury Events,27540,5508.0,284,6,
Zinnia,120,126,Sunny,Luxury Events,15120,3024.0,277,10,
Jasmine,108,149,Cloudy,Temple,16092,3218.4,293,7,6.0
Carnation,131,174,Rainy,Marriage,22794,4558.8,283,5,
Hibiscus,125,236,Cloudy,Marriage,29500,5900.0,273,7,
Lily,187,14,Rainy,Special Events,2618,523.6,280,5,8.0
Geranium,182,148,Windy,Daily Consumers,26936,5387.200000000001,264,6,
Jasmine,140,172,Cloudy,Weddings,24080,4816.0,293,7,
Marigold,148,191,Cloudy,Weddings,28268,5653.6,284,7,
Lavender,213,137,Cloudy,High-End Customers,29181,5836.200000000001,284,7,9.0
Zinnia,120,133,Cloudy,Weddings,15960,3192.0,277,7,
Hibiscus,125,216,Windy,Weddings,27000,5400.0,273,6,
Chrysanthemum,170,162,Sunny,High-End Customers,27540,5508.0,269,10,9.0
Daisy,93,73,Sunny,Special Events,6789,1357.8000000000002,285,10,8.0
Hibiscus,137,199,Sunny,Luxury Events,27263,5452.6,273,10,
Daisy,134,207,Windy,Special Events,27738,5547.6,285,6,8.0
Tulip,278,29,Cloudy,Marriage,8062,1612.4,257,7,
Lily,216,25,Sunny,Daily Consumers,5400,1080.0,280,10,
Tulip,227,10,Sunny,High-End Customers,2270,454.0,257,10,9.0
Marigold,200,250,Sunny,High-End Customers,50000,10000.0,284,10,9.0
Chrysanthemum,176,42,Windy,Special Events,7392,1478.4,269,6,8.0
Lavender,245,136,Windy,High-End Customers,33320,6664.0,284,6,9.0
Daisy,135,75,Cloudy,Festivals,10125,2025.0,285,7,
Sunflower,141,174,Cloudy,Special Events,24534,4906.8,257,7,8.0
Daisy,114,214,Windy,Corporate Events,24396,4879.2,285,6,7.0
Orchid,330,68,Sunny,High-End Customers,22440,4488.0,289,10,9.0
Poppy,196,12,Sunny,Special Events,2352,470.40000000000003,284,10,8.0
Dahlia,151,28,Windy,Festivals,4228,845.6,300,6,
Tulip,224,93,Cloudy,Temple,20832,4166.400000000001,257,7,6.0
Geranium,174,65,Cloudy,Festivals,11310,2262.0,264,7,
Calla Lily,278,55,Sunny,High-End Customers,15290,3058.0,298,10,9.0
Geranium,127,146,Sunny,Special Events,18542,3708.4,264,10,8.0
Poppy,244,105,Rainy,Special Events,25620,5124.0,284,5,8.0
Poppy,233,10,Cloudy,High-End Customers,2330,466.0,284,7,9.0
Orchid,277,12,Rainy,High-End Customers,3324,664.8000000000001,289,5,9.0
Lily,179,132,Rainy,Weddings,23628,4725.6,280,5,
Marigold,150,183,Sunny,Daily Consumers,27450,5490.0,284,10,
Lily,157,155,Windy,Luxury Events,24335,4867.0,280,6,
Lily,165,131,Windy,Festivals,21615,4323.0,280,6,
Zinnia,87,197,Rainy,Special Events,17139,3427.8,277,5,8.0
Calla Lily,241,44,Rainy,Luxury Events,10604,2120.8,298,5,
Marigold,156,201,Windy,Daily Consumers,31356,6271.200000000001,284,6,
Dahlia,155,97,Cloudy,Temple,15035,3007.0,300,7,6.0
Orchid,301,53,Cloudy,Temple,15953,3190.6000000000004,289,7,6.0
Rose,115,202,Cloudy,Festivals,23230,4646.0,281,7,
Carnation,183,184,Windy,Temple,33672,6734.400000000001,283,6,6.0
Calla Lily,291,97,Cloudy,Daily Consumers,28227,5645.400000000001,298,7,
Jasmine,149,44,Cloudy,Special Events,6556,1311.2,293,7,8.0
Poppy,220,70,Cloudy,Corporate Events,15400,3080.0,284,7,7.0
Tulip,259,10,Rainy,Weddings,2590,518.0,257,5,
Daisy,144,175,Rainy,Festivals,25200,5040.0,285,5,
Lavender,247,116,Windy,Daily Consumers,28652,5730.400000000001,284,6,
Orchid,292,10,Cloudy,Special Events,2920,584.0,289,7,8.0
Gerbera,81,194,Windy,Special Events,15714,3142.8,242,6,8.0
Lavender,180,86,Rainy,Special Events,15480,3096.0,284,5,8.0
Carnation,133,169,Rainy,Weddings,22477,4495.400000000001,283,5,
Daisy,106,167,Cloudy,Daily Consumers,17702,3540.4,285,7,
Hibiscus,129,119,Sunny,Marriage,15351,3070.2000000000003,273,10,
Hibiscus,86,171,Cloudy,Corporate Events,14706,2941.2000000000003,273,7,7.0
Carnation,176,126,Cloudy,Weddings,22176,4435.2,283,7,
Gerbera,89,118,Windy,Special Events,10502,2100.4,242,6,8.0
Lily,154,147,Rainy,Special Events,22638,4527.6,280,5,8.0
Tulip,280,110,Rainy,Festivals,30800,6160.0,257,5,
Gerbera,129,173,Rainy,Daily Consumers,22317,4463.400000000001,242,5,
Lavender,190,32,Rainy,Temple,6080,1216.0,284,5,6.0
Dahlia,211,144,Rainy,Weddings,30384,6076.8,300,5,
Carnation,167,208,Sunny,Daily Consumers,34736,6947.200000000001,283,10,
Orchid,291,93,Windy,Special Events,27063,5412.6,289,6,8.0
Lily,204,101,Sunny,Temple,20604,4120.8,280,10,6.0
Calla Lily,284,10,Cloudy,Temple,2840,568.0,298,7,6.0
Lily,185,13,Rainy,Weddings,2405,481.0,280,5,
Jasmine,116,38,Rainy,Weddings,4408,881.6,293,5,
Zinnia,90,190,Cloudy,Temple,17100,3420.0,277,7,6.0
Poppy,239,64,Cloudy,Festivals,15296,3059.2000000000003,284,7,
Geranium,164,161,Rainy,Weddings,26404,5280.8,264,5,
Rose,166,212,Sunny,High-End Customers,35192,7038.400000000001,281,10,9.0
Poppy,266,113,Sunny,Temple,30058,6011.6,284,10,6.0
Jasmine,131,131,Windy,Marriage,17161,3432.2000000000003,293,6,
Poppy,219,99,Windy,Festivals,21681,4336.2,284,6,
Sunflower,146,186,Windy,High-End Customers,27156,5431.200000000001,257,6,9.0
Lily,209,19,Rainy,Corporate Events,3971,794.2,280,5,7.0
Orchid,275,45,Cloudy,Daily Consumers,12375,2475.0,289,7,
Chrysanthemum,165,85,Sunny,Temple,14025,2805.0,269,10,6.0
Dahlia,146,140,Cloudy,Marriage,20440,4088.0,300,7,
Hibiscus,106,89,Sunny,Weddings,9434,1886.8000000000002,273,10,
Poppy,208,10,Sunny,Luxury Events,2080,416.0,284,10,
Carnation,198,134,Cloudy,Luxury Events,26532,5306.400000000001,283,7,
Jasmine,122,135,Sunny,High-End Customers,16470,3294.0,293,10,9.0
Geranium,118,82,Sunny,Special Events,9676,1935.2,264,10,8.0
Jasmine,129,53,Windy,Marriage,6837,1367.4,293,6,
Marigold,163,200,Cloudy,Daily Consumers,32600,6520.0,284,7,
Daisy,105,124,Cloudy,High-End Customers,13020,2604.0,285,7,9.0
Lily,184,60,Windy,Corporate Events,11040,2208.0,280,6,7.0
Lily,180,53,Cloudy,Corporate Events,9540,1908.0,280,7,7.0
Hibiscus,90,204,Cloudy,High-End Customers,18360,3672.0,273,7,9.0
Orchid,344,27,Rainy,High-End Customers,9288,1857.6000000000001,289,5,9.0
Tulip,244,10,Windy,Weddings,2440,488.0,257,6,
Tulip,278,78,Sunny,High-End Customers,21684,4336.8,257,10,9.0
Poppy,190,72,Sunny,Corporate Events,13680,2736.0,284,10,7.0
Hibiscus,103,92,Rainy,Festivals,9476,1895.2,273,5,
